occ_sum input_sum
890.6464 1095.17057164505
891.6464 1096.12284188817
892.6464 1097.07453389686
893.6464 1098.02564767115
894.6464 1098.97618321102
895.6464 1099.92614051647
896.6464 1100.87551958751
897.6464 1101.82432042413
898.6464 1102.77254302634
899.6464 1103.72018739414
900.6464 1104.66725352752
901.6464 1105.61374142648
902.6464 1106.55965109103
903.6464 1107.50498252117
904.6464 1108.44973571689
905.6464 1109.39391067819
906.6464 1110.33750740509
907.6464 1111.28052589756
908.6464 1112.22296615562
909.6464 1113.16482817927
910.6464 1114.1061119685
911.6464 1115.04681752332
912.6464 1115.98694484372
913.6464 1116.92649392971
914.6464 1117.86546478128
915.6464 1118.80385739844
916.6464 1119.74167178118
917.6464 1120.67890792951
918.6464 1121.61556584342
919.6464 1122.55164552292
920.6464 1123.487146968
921.6464 1124.42207017867
922.6464 1125.35641515493
923.6464 1126.29018189677
924.6464 1127.22337040419
925.6464 1128.1559806772
926.6464 1129.0880127158
927.6464 1130.01946651998
928.6464 1130.95034208974
929.6464 1131.88063942509
930.6464 1132.81035852603
931.6464 1133.73949939255
932.6464 1134.66806202465
933.6464 1135.59604642235
934.6464 1136.52345258562
935.6464 1137.45028051448
936.6464 1138.37653020893
937.6464 1139.30220166896
938.6464 1140.22729489458
939.6464 1141.15180988578
940.6464 1142.07574664257
941.6464 1142.99910516494
942.6464 1143.9218854529
943.6464 1144.84408750644
944.6464 1145.76571132557
945.6464 1146.68675691029
946.6464 1147.60722426058
947.6464 1148.52711337647
948.6464 1149.44642425794
949.6464 1150.36515690499
950.6464 1151.28331131763
951.6464 1152.20088749586
952.6464 1153.11788543967
953.6464 1154.03430514906
954.6464 1154.95014662404
955.6464 1155.86540986461
956.6464 1156.78009487076
957.6464 1157.69420164249
958.6464 1158.60773017981
959.6464 1159.52068048272
960.6464 1160.43305255121
961.6464 1161.34484638529
962.6464 1162.25606198495
963.6464 1163.1666993502
964.6464 1164.07675848103
965.6464 1164.98623937745
966.6464 1165.89514203945
967.6464 1166.80346646704
968.6464 1167.71121266021
969.6464 1168.61838061897
970.6464 1169.52497034331
971.6464 1170.43098183324
972.6464 1171.33641508876
973.6464 1172.24127010985
974.6464 1173.14554689654
975.6464 1174.04924544881
976.6464 1174.95236576666
977.6464 1175.8549078501
978.6464 1176.75687169913
979.6464 1177.65825731374
980.6464 1178.55906469393
981.6464 1179.45929383971
982.6464 1180.35894475108
983.6464 1181.25801742803
984.6464 1182.15651187057
985.6464 1183.05442807869
986.6464 1183.95176605239
987.6464 1184.84852579169
988.6464 1185.74470729656
989.6464 1186.64031056702
990.6464 1187.53533560307
991.6464 1188.4297824047
992.6464 1189.32365097192
993.6464 1190.21694130473
994.6464 1191.10965340311
995.6464 1192.00178726709
996.6464 1192.89334289665
997.6464 1193.78432029179
998.6464 1194.67471945252
999.6464 1195.56454037883
1000.6464 1196.45378307073
1001.6464 1197.34244752822
1002.6464 1198.23053375129
1003.6464 1199.11804173994
1004.6464 1200.00497149418
1005.6464 1200.89132301401
1006.6464 1201.77709629942
1007.6464 1202.66229135041
1008.6464 1203.54690816699
1009.6464 1204.43094674916
1010.6464 1205.31440709691
1011.6464 1206.19728921025
1012.6464 1207.07959308917
1013.6464 1207.96131873367
1014.6464 1208.84246614377
1015.6464 1209.72303531944
1016.6464 1210.60302626071
1017.6464 1211.48243896755
1018.6464 1212.36127343999
1019.6464 1213.239529678
1020.6464 1214.11720768161
1021.6464 1214.9943074508
1022.6464 1215.87082898557
1023.6464 1216.74677228593
1024.6464 1217.62213735187
1025.6464 1218.4969241834
1026.6464 1219.37113278051
1027.6464 1220.24476314321
1028.6464 1221.1178152715
1029.6464 1221.99028916537
