#time(s) power(W)
0.0535798359375 258.975
0.083583306640625 254.9125
0.163591390625 259.88125
0.203586330078125 261.075
0.283584767578125 256.1625
0.36359236328125 260.7375
0.403590013671875 254.925
0.45359652734375 257.6
0.483592607421875 265.4125
0.563594712890625 255.16875
0.60360087890625 261.0875
0.643602220703125 260.425
0.6835984765625 254.375
0.723604658203125 256.775
0.763601322265625 262.5375
0.813621224609375 257.425
0.843601890625 255.8375
0.88360723828125 257.8625
0.923759015625 263.8375
1.013610533203125 255.49375
1.043613595703125 261.3625
1.083616232421875 262.95
1.123617384765625 255.0875
1.1636172421875 256.125
1.213619314453125 262.3125
1.2436184375 259.825
1.283618189453125 255.65
1.32361906640625 255.975
1.363619185546875 265.55
1.403735880859375 258.3875
1.44362559765625 255.5
1.493626205078125 258.675
1.573634900390625 259.78125
1.6136318359375 256.45
1.653631529296875 260.2375
1.723631671875 262.425
1.76363658984375 254.75
1.799402853515625 256.175
1.85365655859375 260.925
1.933641484375 255.71875
2.003642025390625 264.125
2.043642990234375 256.85
2.08364634765625 256.4625
2.123658345703125 260.25
2.1636446015625 262.9875
2.203649783203125 254.5625
2.253648341796875 258.76875
2.293648357421875 261.15
2.3636561953125 254.025
2.403682048828125 256.7625
2.443687052734375 264.9
2.493687294921875 255.9
2.563657134765625 257.8625
2.603657525390625 266.35
2.64365857421875 255.4625
2.683662689453125 255.1125
2.723661943359375 260.675
2.76366541015625 262.8625
2.803665396484375 254.225
2.85394806640625 259.375
2.93366949609375 257.10625
3.00367480078125 257.425
3.04368518359375 264.325
3.083676291015625 255.975
3.119443435546875 255.65
3.163677724609375 261.575
3.203677611328125 263.4625
3.243683130859375 254.1125
3.28367782421875 257.1875
3.333687591796875 262.075
3.3994519453125 254.8
3.443684349609375 257.1125
3.48368787890625 264.9
3.519455677734375 258.175
3.563690326171875 253.9625
3.603688326171875 258.0625
3.64369171484375 265.3875
3.683694125 257.075
3.723692189453125 255.3875
3.75946315234375 259.625
3.803698291015625 263.975
3.843696552734375 255.3375
3.893702107421875 259.34375
3.959469015625 259.725
4.003706146484375 254.975
4.043701744140625 259.35
4.08370768359375 263.725
4.12370696484375 256.3875
4.163709775390625 256.65
4.20370966015625 259.7125
4.253709876953125 258.56875
4.323717921875 258.5
4.363712826171875 265.3625
4.4037120390625 260.1625
4.443736169921875 254.75
4.483730466796875 258.175
4.523723263671875 265.8625
4.563719935546875 257.5625
4.613722423828125 256.25625
4.683726814453125 265.5875
4.723727396484375 255.85
4.763724388671875 256.45
4.79949524609375 261.4875
4.84373466015625 262.8
4.88373391015625 254.4125
4.923734740234375 256.9375
4.97373504296875 261.73125
5.043752265625 254.7625
5.083736779296875 258.35
5.119504654296875 263.4625
5.163742046875 255.075
5.203738935546875 255.2375
5.25374364453125 261.8625
5.323742359375 254.5125
5.363783248046875 258.15
5.40374690234375 262.175
5.443751919921875 260.65
5.483757423828125 255.475
5.519546361328125 256.4125
5.563750798828125 265.8875
5.6137491015625 256.1375
5.693754638671875 261.3625
5.763756541015625 256.0125
5.803773234375 256.15
5.84375779296875 261.425
5.879527974609375 263.5625
5.923763388671875 255.1375
5.95953090625 256.8375
6.00376238671875 261.8
6.043763384765625 259.4875
6.083785255859375 255.1125
6.123784732421875 258.625
6.16377270703125 263.4125
6.20377075 255.1625
6.253770466796875 257.99375
6.319541392578125 262.9375
6.363772556640625 256.5625
6.403976515625 256.6375
6.439545544921875 262.725
6.48378273046875 261.075
6.52377765625 253.8
6.563780052734375 256.7375
6.60378371875 265.525
6.643790701171875 257.65
6.683785169921875 254.2375
6.719554169921875 258.0625
6.7737881015625 264.7125
6.81378626953125 255.9
6.843790029296875 256.425
6.883790380859375 261.725
6.923794984375 263.7375
6.959561310546875 253.55
7.003796802734375 256.475
7.0438064921875 262.3125
7.0838001328125 258.475
7.123816201171875 254.575
7.163810330078125 257.4125
7.203800970703125 263.125
7.2538048515625 257.3125
7.28380401171875 254.4625
7.323805943359375 260.0
7.363809498046875 262.6625
7.403808125 254.1625
7.443813779296875 255.525
7.483812390625 261.7375
7.523812185546875 260.2125
7.563811310546875 254.7375
7.6138115 255.8625
7.653816578125 263.9625
7.693820791015625 257.4
7.723821345703125 253.9625
7.773818259765625 258.3875
7.7995876640625 264.875
7.84382143359375 255.1375
7.8838246796875 255.7
7.92382266796875 259.7875
7.97382368359375 263.4625
8.003825919921875 254.675
8.043825724609375 257.075
8.08382673828125 262.8125
8.123832337890626 259.5125
8.1596238359375 254.3875
8.20383275390625 258.0125
8.243833470703125 263.7125
8.28383812109375 258.2625
8.323834083984375 254.8875
8.359604841796875 259.9375
8.4038417578125 263.5375
8.443837314453125 257.9125
8.48384970703125 255.2875
8.523843548828125 262.25
8.559637998046876 261.0375
8.60384446484375 255.35
8.63961359765625 257.3875
8.6838484453125 263.1875
8.723846373046875 257.775
8.773866248046875 254.475
8.803863384765625 256.75
8.84385039453125 265.275
8.89385612890625 255.1125
8.923853490234375 256.6625
8.9596230625 261.6375
9.003860939453125 266.15
9.043860193359375 255.1875
9.0838590234375 258.85
9.12386308203125 263.5875
9.163864619140625 258.4
9.20386449609375 254.3875
9.253864232421876 258.8375
9.293866296875 264.9375
9.334100171875 255.4875
9.363868490234376 255.8375
9.413870869140625 261.2625
9.443868732421874 262.7625
9.483879572265625 253.75
9.5238781796875 255.4125
9.573876841796874 263.475
9.60387705859375 260.625
9.64387688671875 255.025
9.683876845703125 255.775
9.72387666796875 264.7
9.76388263671875 257.1625
9.803900052734376 256.7875
9.83967656640625 256.7625
9.883882146484375 265.1125
9.933884337890625 255.6
9.963883861328124 256.2375
10.013886109375 260.2625
10.043888708984374 264.25
10.0938909921875 255.0375
10.119658974609376 256.675
10.163889857421875 263.15
10.2038974296875 260.6875
10.2438944453125 255.325
10.293899615234375 258.6375
10.32389635546875 263.3625
10.36389759765625 258.6
10.40390181640625 254.175
10.44390001171875 259.7875
10.493902626953124 262.8375
10.52390472265625 255.425
10.5639062265625 255.65
10.60390960546875 262.375
10.64391050390625 260.4375
10.683912208984376 254.2
10.723909193359376 256.625
10.75967840234375 264.8375
10.803910951171876 258.15
10.843915802734376 256.8125
10.8839117265625 259.3
10.923914013671874 265.725
10.963918619140625 255.225
11.0039187421875 256.5375
11.04392741015625 259.25
11.083958978515625 262.7875
11.12393687890625 255.0125
11.16392465234375 257.0125
11.203923935546875 262.7375
11.24392962109375 260.4
11.283925369140626 254.9625
11.33392882421875 257.55
11.363931369140625 263.8125
11.403930720703125 258.7875
11.443930080078125 254.7375
11.4839310234375 260.475
11.523936357421874 263.2125
11.56393838671875 255.7625
11.599707939453126 256.325
11.643934912109374 262.6125
11.683939986328125 260.575
11.72397387890625 255.825
11.76395791796875 256.875
11.79973823828125 264.4125
11.843945171875 257.7
11.88394759375 254.8625
11.9239473515625 256.9875
11.96394769921875 264.7625
12.0139528828125 255.0875
12.05395546484375 255.1375
12.09395021875 259.9125
