#time(s) power(W)
0.043081240234375 262.0
0.083066767578125 265.0
0.12306771875 267.0
0.1730681171875 268.0
0.203075521484375 267.0
0.24307151171875 274.0
0.283071412109375 276.0
0.323077478515625 279.0
0.36309355859375 288.0
0.403090248046875 249.0
0.443080099609375 259.0
0.483076484375 215.0
0.52307872265625 209.0
0.563079396484375 198.0
0.603084810546875 212.0
0.65308510546875 219.0
0.683102611328125 234.0
0.72311827734375 258.0
0.763089068359375 262.0
0.803090595703125 263.0
0.83885875390625 263.0
0.883092642578125 263.0
0.923095455078125 264.0
0.963097373046875 265.0
1.0031044921875 266.0
1.043130265625 267.0
1.083102095703125 267.0
1.123099765625 276.0
1.163099783203125 277.0
1.203100490234375 278.0
1.24310600390625 287.0
1.28310368359375 270.0
1.32310513671875 229.0
1.363111962890625 236.0
1.40312816015625 204.0
1.443109900390625 199.0
1.478878470703125 200.0
1.52311171484375 202.0
1.56311543359375 238.0
1.6031219765625 251.0
1.643115021484375 257.0
1.683136904296875 263.0
1.723114990234375 264.0
1.763121505859375 263.0
1.803118978515625 264.0
1.84312575390625 265.0
1.883121640625 265.0
1.918892021484375 267.0
1.96312765234375 267.0
2.003134876953125 273.0
2.04314596875 271.0
2.083127220703125 276.0
2.1231309765625 272.0
2.163131763671875 266.0
2.203135626953125 253.0
2.243135666015625 234.0
2.28313770703125 205.0
2.3231374375 198.0
2.358906021484375 203.0
2.40313807421875 201.0
2.44314300390625 212.0
2.483139578125 246.0
2.523142560546875 253.0
2.5631447890625 259.0
2.603145779296875 263.0
2.643148923828125 263.0
2.6831690234375 263.0
2.723160095703125 265.0
2.7631503671875 266.0
2.813150685546875 267.0
2.84315339453125 268.0
2.89315247265625 277.0
2.923153609375 273.0
2.963153380859375 279.0
2.998953755859375 281.0
3.04316816796875 267.0
3.083168587890625 250.0
3.1331592734375 233.0
3.163160904296875 214.0
3.203167072265625 197.0
3.243161599609375 201.0
3.283164666015625 213.0
3.32317247265625 219.0
3.363180388671875 232.0
3.403170279296875 257.0
3.443168568359375 261.0
3.48317451953125 263.0
3.523174099609375 263.0
3.563190833984375 264.0
3.603177201171875 264.0
3.653176087890625 265.0
3.68319221875 267.0
3.723193544921875 268.0
3.76317992578125 267.0
3.803182611328125 273.0
3.838951291015625 278.0
3.88318396875 282.0
3.923184716796875 272.0
3.963190435546875 277.0
4.00319209765625 237.0
4.043202865234375 224.0
4.083189171875 210.0
4.118959765625 197.0
4.163193734375 208.0
4.2031930546875 212.0
4.24319596484375 246.0
4.29320106640625 254.0
4.323196234375 260.0
4.3632372734375 261.0
4.403202353515625 263.0
4.443198716796875 263.0
4.478971408203125 264.0
4.52320431640625 267.0
4.563206396484375 266.0
4.603208703125 267.0
4.643208341796875 266.0
4.68323842578125 278.0
4.723225408203125 271.0
4.763211423828125 274.0
4.8032159609375 285.0
4.84321650390625 284.0
4.883219634765625 243.0
4.923219091796875 228.0
4.963217560546875 212.0
5.00322230859375 199.0
5.04324216015625 205.0
5.083224408203125 207.0
5.123224052734375 239.0
5.16322487890625 253.0
5.203226314453125 257.0
5.2432260390625 261.0
5.283227154296875 263.0
5.318996453125 264.0
5.36324589453125 264.0
5.403232759765625 265.0
5.44323157421875 266.0
5.483235193359375 267.0
5.523234994140625 267.0
5.563236072265625 276.0
5.60324148046875 272.0
5.643241181640625 277.0
5.683261927734375 275.0
5.723263505859375 270.0
5.759010341796875 255.0
5.803245822265625 236.0
5.84324564453125 205.0
5.883247109375 196.0
5.92325212890625 200.0
5.96325210546875 198.0
6.003255259765625 231.0
6.04326883984375 240.0
6.083252623046875 251.0
6.1232531484375 258.0
6.173255611328125 263.0
6.213253201171875 263.0
6.243258666015625 264.0
6.28325853515625 263.0
6.3232605703125 266.0
6.363271455078125 267.0
6.399030080078125 267.0
6.443263470703125 278.0
6.483262830078125 275.0
6.523266134765625 283.0
6.56326758984375 276.0
6.603274626953125 284.0
6.64326794921875 269.0
6.683288263671875 229.0
6.723287291015625 212.0
6.763275421875 204.0
6.803277763671875 205.0
6.84327466015625 212.0
6.88327572265625 217.0
6.9232791015625 232.0
6.96328167578125 243.0
7.003282119140625 261.0
7.039049890625 264.0
7.083286509765625 263.0
7.123281173828125 263.0
7.1632876640625 264.0
7.20328446484375 265.0
7.243287453125 265.0
7.2832912578125 266.0
7.323288923828125 266.0
7.36330769921875 276.0
7.403299119140625 285.0
7.443293990234375 279.0
7.493301126953125 286.0
7.523297265625 272.0
7.563299158203125 258.0
7.603299775390625 215.0
7.643301716796875 206.0
7.679074041015625 206.0
7.7233081875 213.0
7.76330765625 219.0
7.8033052734375 234.0
7.8433090546875 244.0
7.88331894140625 261.0
7.923309296875 263.0
7.96331098046875 262.0
8.00331361328125 263.0
8.043332748046875 265.0
8.083316078125 264.0
8.123316431640625 266.0
8.16331894921875 267.0
8.203318673828125 268.0
8.2433210078125 276.0
8.28332441015625 272.0
8.33332204296875 278.0
8.363343443359375 273.0
8.403335734375 266.0
8.44332646875 251.0
8.483325806640625 233.0
8.519095037109375 233.0
8.56333073828125 199.0
8.60332731640625 203.0
8.64333335546875 205.0
8.6833435390625 217.0
8.723353720703125 252.0
8.763338939453124 259.0
8.803337701171875 262.0
8.84333638671875 263.0
8.8833388203125 263.0
8.92333971484375 264.0
8.96334127734375 264.0
9.003346033203124 266.0
9.0433644765625 267.0
9.0833473984375 266.0
9.119113837890625 266.0
9.173349123046876 270.0
9.2033628515625 274.0
9.243350412109375 276.0
9.283352572265626 283.0
9.32335343359375 266.0
9.359120771484376 266.0
9.403368248046876 211.0
9.443358640625 200.0
9.48335390234375 199.0
9.52335832421875 216.0
9.5633573828125 227.0
9.60336146875 240.0
9.6433627421875 251.0
9.683377390625 262.0
9.723365931640625 263.0
9.763366166015626 264.0
9.81336495703125 264.0
9.843371873046875 265.0
9.88336883984375 265.0
9.923367826171875 265.0
9.963373896484375 266.0
9.999140927734375 267.0
10.043391451171875 278.0
10.08337649609375 276.0
10.12337757421875 284.0
10.173378400390625 285.0
10.203383431640624 285.0
10.243382021484376 270.0
10.28338652734375 228.0
10.32338184765625 212.0
10.363422908203125 204.0
10.403387806640625 201.0
10.4391549765625 215.0
10.48338894921875 220.0
10.5233934140625 235.0
10.563390970703125 260.0
10.603390310546875 262.0
10.643397849609375 263.0
10.683406740234375 263.0
10.723398828125 264.0
10.76339547265625 265.0
10.803396375 265.0
10.843402607421876 266.0
10.893400533203126 267.0
10.9234032890625 267.0
10.963401427734375 277.0
11.003412353515625 273.0
11.043418060546875 278.0
11.079174107421874 274.0
11.133412744140625 256.0
11.163407439453126 256.0
11.203409966796874 212.0
11.243412353515625 204.0
11.28341590625 198.0
11.323415310546874 198.0
11.363412736328126 220.0
11.403427091796875 234.0
11.443417509765625 246.0
11.48341780859375 262.0
11.523418826171875 263.0
11.563422802734374 263.0
11.603425046875 263.0
11.643426216796875 264.0
11.68344354296875 263.0
11.719194060546876 265.0
11.763431333984375 267.0
11.803428177734375 267.0
11.843433162109376 276.0
11.883430806640625 273.0
11.92343328125 278.0
11.9634335 277.0
12.00343983203125 272.0
12.043453830078125 257.0
12.08344503515625 238.0
12.123438958984375 206.0
12.15920730859375 199.0
12.203442755859376 199.0
12.243444189453125 217.0
12.28344146875 233.0
12.323443216796875 243.0
12.363465990234374 253.0
12.403450119140626 264.0
12.443449568359375 263.0
12.483447166015624 263.0
12.523453 264.0
12.56344940625 262.0
12.61345327734375 266.0
12.6434545078125 266.0
12.6837471484375 266.0
12.72346887109375 277.0
12.763457259765625 276.0
12.799226984375 284.0
12.843465099609375 277.0
12.893462490234375 273.0
12.923463568359375 273.0
12.96346629296875 268.0
13.0034727109375 217.0
13.043482630859375 210.0
13.08346604296875 201.0
13.12346955078125 211.0
13.16347028125 214.0
13.20347358984375 248.0
13.2434701640625 254.0
13.283472380859376 261.0
13.323475693359375 262.0
13.36349587890625 264.0
13.403476037109375 263.0
13.453478310546876 266.0
13.483482626953124 266.0
13.523481783203126 266.0
13.56348428125 267.0
13.60348179296875 265.0
13.64348990625 275.0
13.68350160546875 281.0
13.72350235546875 287.0
13.763491666015625 278.0
13.80349214453125 284.0
13.843491556640625 245.0
13.883494865234375 208.0
13.923490498046876 199.0
13.9634968203125 196.0
14.00349658203125 204.0
14.043514888671876 207.0
14.093501486328124 251.0
14.119268419921875 251.0
14.163502349609375 256.0
14.203504814453124 260.0
14.243502052734375 263.0
14.2835057265625 264.0
14.32350868359375 264.0
14.36352054296875 264.0
14.40351651171875 267.0
14.443509328125 267.0
14.483511244140624 268.0
14.52351553515625 276.0
14.563514892578125 274.0
14.603518345703124 280.0
14.6435151015625 277.0
14.68353312109375 276.0
14.719286064453126 259.0
14.763520830078125 217.0
14.8035190546875 207.0
14.8435336640625 198.0
14.8835221171875 199.0
14.9235224765625 215.0
14.96352473046875 231.0
15.003532357421875 241.0
15.04354521484375 252.0
15.083527447265626 261.0
15.1235305859375 262.0
15.159300294921875 263.0
15.20353352734375 264.0
15.243536001953125 265.0
15.28353444140625 266.0
15.323534572265626 268.0
15.363565966796875 267.0
15.4035379921875 277.0
15.4435391171875 270.0
15.48354359765625 282.0
15.52354384765625 276.0
15.5635459453125 285.0
15.603542513671876 269.0
15.643544412109375 230.0
15.683559853515625 211.0
15.723567056640626 204.0
15.763553451171875 199.0
15.813550322265625 214.0
15.8435536328125 221.0
15.883554033203126 234.0
15.923553771484375 259.0
15.96355687109375 261.0
15.99932590234375 263.0
16.043577380859375 263.0
16.08356524609375 264.0
16.123560458984375 264.0
16.16356223046875 265.0
16.20356309375 267.0
16.243564251953124 268.0
16.28356891015625 267.0
16.32356613671875 272.0
16.3635820078125 277.0
16.4035817890625 284.0
16.453573482421874 290.0
16.48357453515625 253.0
16.52357101171875 235.0
16.56357527734375 223.0
16.60358061328125 198.0
16.639374154296874 203.0
16.6835976796875 206.0
16.723599056640627 231.0
16.763581646484376 220.0
16.8035856015625 251.0
16.843591052734375 263.0
16.883585708984373 263.0
16.923585296875 263.0
16.963586603515626 264.0
17.003587498046876 265.0
17.043603435546874 265.0
17.08358818359375 265.0
17.123595357421873 268.0
17.163594130859376 267.0
17.203596091796875 277.0
17.243599830078125 275.0
17.293599974609375 270.0
17.32359772265625 280.0
17.363616546875 280.0
17.403617541015624 239.0
17.443604755859376 226.0
17.479371380859376 211.0
17.5236037578125 199.0
17.563606408203125 203.0
17.603608779296874 205.0
17.643614310546877 238.0
17.683624515625 249.0
17.72361371875 255.0
17.76360976953125 263.0
17.803613693359374 263.0
17.84361423046875 263.0
17.8936184453125 263.0
17.9336146875 262.0
17.9636167109375 264.0
18.003621361328126 267.0
18.043638412109374 267.0
18.083622474609374 277.0
18.119391080078124 274.0
18.163627080078125 282.0
18.203623671875 281.0
18.243629263671874 282.0
18.283629248046875 266.0
18.323630306640624 229.0
18.3636427578125 213.0
18.403649357421877 204.0
18.443632412109373 203.0
18.48363449609375 205.0
18.52363444921875 216.0
18.559406048828127 248.0
18.603636193359375 254.0
18.64363834765625 261.0
18.683671375 262.0
18.7236568984375 263.0
18.763644005859376 264.0
18.803642619140625 264.0
18.84365004296875 265.0
18.883646990234375 266.0
18.92364691796875 266.0
18.963647521484376 265.0
18.999424376953126 275.0
19.043669943359376 282.0
19.083665515625 273.0
19.119421642578125 299.0
19.16365697265625 263.0
19.203656478515626 223.0
19.24365796875 209.0
19.283661333984377 200.0
19.3236618828125 200.0
19.363675666015624 203.0
19.40366213671875 226.0
19.453664919921874 237.0
19.483668361328125 250.0
19.523669912109376 263.0
19.563665890625 263.0
19.603670533203125 263.0
19.643672763671876 264.0
19.683688732421874 264.0
19.723709294921875 265.0
19.763676802734373 267.0
19.80367497265625 267.0
19.84367759765625 267.0
19.883680849609377 276.0
19.923677009765626 271.0
19.96368257421875 278.0
19.99964812890625 282.0
