#time(s) power(W)
0.04308144140625 249.8125
0.07884108203125 265.275
0.11884225390625 258.1375
0.173076056640625 254.15
0.203077828125 266.325
0.2430783828125 261.4625
0.283084259765625 254.6
0.32308017578125 261.625
0.373081765625 264.4375
0.403081228515625 254.95
0.438851962890625 257.875
0.483087037109375 264.9
0.523125068359375 256.1
0.573104376953125 257.1
0.603092009765625 264.7125
0.643091263671875 258.375
0.683093376953125 254.3375
0.7230903671875 262.65
0.763095640625 261.4125
0.8030963359375 254.625
0.893099298828125 261.6125
0.933097048828125 254.725
0.9631023125 258.2625
1.003115798828125 264.725
1.043104791015625 255.8375
1.13311003515625 261.5
1.16310676171875 257.325
1.2431120078125 260.06875
1.2831105078125 259.8
1.323111638671875 254.6
1.36311095703125 261.125
1.40311630859375 265.075
1.443117234375 253.4
1.493117216796875 258.7375
1.5231398984375 266.425
1.56312234765625 255.2125
1.603123013671875 257.475
1.643123109375 266.725
1.683122630859375 254.5
1.733124265625 255.85
1.7731241640625 264.9125
1.803128091796875 258.85
1.843128466796875 255.475
1.8831325703125 262.475
1.973129220703125 258.61875
2.0031495390625 259.6125
2.043138255859375 264.4
2.083138724609375 254.8
2.12313822265625 258.4
2.163359896484375 265.3
2.20314319921875 255.0875
2.2831595390625 262.66875
2.3231406015625 258.35
2.403147169921875 259.2
2.443150490234375 261.2
2.483146384765625 255.3625
2.533152546875 261.0125
2.563150181640625 264.175
2.60315412109375 253.9875
2.643155662109375 258.475
2.683157966796875 267.8125
2.723157623046875 254.85
2.798924869140625 257.475
2.843159119140625 266.5625
2.88316076171875 257.65
2.923160716796875 256.9375
2.963161322265625 264.275
2.99893091015625 260.1
3.043176431640625 254.575
3.08316525390625 261.15
3.123169990234375 265.1875
3.163167580078125 253.6375
3.203177603515625 259.0625
3.25317210546875 259.75
3.3231719921875 256.7875
3.363179185546875 266.5375
3.403174455078125 255.475
3.438944640625 255.9625
3.49326115625 262.05
3.56318185546875 254.6375
3.603180689453125 261.4
3.643186330078125 262.2
3.683182935546875 254.4875
3.723219392578125 259.025
3.763199908203125 266.9375
3.80318719921875 254.125
3.843187388671875 258.2
3.878957849609375 265.2375
3.9231911875 256.05
3.963192044921875 256.4125
4.013193431640625 264.05625
4.07896394140625 253.7125
4.123202787109375 263.2375
4.16319979296875 262.2875
4.20320263671875 254.0875
4.24321616015625 259.75
4.283219908203125 264.1
4.323205189453125 254.175
4.363203201171875 257.5375
4.403473841796875 264.2
4.44321040625 255.275
4.4832097109375 257.3375
4.518977736328125 265.2875
4.56320882421875 257.1875
4.603213900390625 255.725
4.64321228515625 262.8
