#acc_value	delta_value	duration_ns	duration_samples
14099315560958	42256	40076066	10630
14099315603178	42220	40076577	10638
14099315645355	42177	40070825	10637
14099315687481	42126	40070027	10626
14099315729672	42191	40082348	10638
14099315771871	42199	40074230	10632
14099315814029	42158	40075362	10629
14099315856136	42107	40075690	10637
14099315898235	42099	40073789	10639
14099315940256	42021	40079397	10634
14099315982293	42037	40073901	10634
14099316024365	42072	40074613	10625
14099316066497	42132	40074630	10627
14099316108604	42107	40077276	10631
14099316150672	42068	40074671	10641
14099316192743	42071	40073735	10622
14099316234841	42098	40078413	10636
14099316276953	42112	40075432	10634
14099316319045	42092	40073310	10627
14099316361144	42099	40075447	10634
14099316403224	42080	40073782	10635
14099316445292	42068	40075556	10627
14099316487371	42079	40074385	10635
14099316529473	42102	40076519	10637
14099316571573	42100	40074616	10635
14099316613671	42098	40074952	10632
14099316655776	42105	40075107	10616
14099316697880	42104	40077196	10637
14099316740019	42139	40073693	10634
14099316782285	42266	40077264	10622
14099316824477	42192	40071634	10627
14099316866591	42114	40076552	10626
14099316908753	42162	40078305	10624
14099316950863	42110	40072544	10625
14099316993030	42167	40075827	10633
14099317035186	42156	40074093	10626
14099317077366	42180	40077212	10632
14099317119540	42174	40075458	10630
14099317161779	42239	40073372	10631
14099317203937	42158	40076443	10627
14099317246731	42794	40075192	10636
14099317289011	42280	40074972	10633
14099317331306	42295	40074163	10637
14099317373513	42207	40078212	10629
14099317415666	42153	40071013	10635
14099317457789	42123	40079616	10636
14099317499874	42085	40071114	10632
14099317541952	42078	40077862	10635
14099317584032	42080	40073154	10636
14099317626119	42087	40076628	10626
14099317668204	42085	40073489	10629
14099317710266	42062	40078536	10632
14099317752375	42109	40073790	10626
14099317794451	42076	40076458	10638
14099317836552	42101	40075183	10638
14099317878653	42101	40075161	10634
14099317920762	42109	40074583	10629
14099317962889	42127	40074565	10631
14099318005025	42136	40073816	10639
14099318047135	42110	40079592	10623
14099318089242	42107	40073371	10624
14099318131350	42108	40075415	10633
14099318173457	42107	40073335	10626
14099318215619	42162	40077043	10631
14099318257788	42169	40074968	10638
14099318299907	42119	40075357	10630
14099318342075	42168	40073286	10628
14099318384202	42127	40078511	10631
14099318426364	42162	40071708	10630
14099318468461	42097	40078036	10631
14099318510584	42123	40072546	10642
14099318552728	42144	40078592	10636
14099318594832	42104	40074630	10635
14099318636961	42129	40074457	10627
14099318679116	42155	40075950	10623
14099318721211	42095	40075928	10624
14099318763353	42142	40071828	10632
14099318805441	42088	40077213	10635
14099318847512	42071	40073042	10625
14099318889550	42038	40077416	10631
14099318931611	42061	40074757	10635
14099318973631	42020	40074875	10626
14099319015710	42079	40077281	10626
14099319057848	42138	40073350	10629
14099319099921	42073	40075120	10636
14099319142005	42084	40075203	10633
14099319184058	42053	40075127	10639
14099319226076	42018	40075673	10627
14099319268150	42074	40074578	10632
14099319310169	42019	40075862	10635
14099319352187	42018	40076237	10637
14099319394174	41987	40074440	10628
14099319436213	42039	40075812	10636
14099319478228	42015	40076450	10630
14099319520239	42011	40073193	10642
14099319562267	42028	40076745	10628
14099319604342	42075	40072438	10629
14099319646409	42067	40077786	10637
14099319688499	42090	40074566	10631
14099319730591	42092	40074782	10630
14099319772674	42083	40076097	10631
14099319814748	42074	40076352	10636
14099319856832	42084	40074372	10636
14099319898863	42031	40076161	10633
14099319940913	42050	40072726	10626
14099319983040	42127	40075470	10637
14099320025068	42028	40074917	10628
14099320067148	42080	40078977	10628
14099320109300	42152	40073021	10627
14099320151402	42102	40076042	10620
14099320193500	42098	40073911	10630
14099320235590	42090	40077724	10633
14099320277690	42100	40073971	10632
14099320319770	42080	40073486	10632
14099320361851	42081	40078243	10638
14099320403934	42083	40073888	10629
14099320446068	42134	40073081	10635
14099320488227	42159	40076938	10630
14099320530411	42184	40072783	10633
14099320572560	42149	40079426	10640
14099320614721	42161	40073787	10639
14099320656885	42164	40075617	10631
14099320699041	42156	40073101	10633
14099320741113	42072	40076441	10628
14099320783108	41995	40075987	10623
14099320825136	42028	40073489	10631
14099320867196	42060	40074458	10633
14099320909251	42055	40078312	10633
14099320951321	42070	40073057	10625
14099320993366	42045	40077734	10632
14099321035443	42077	40074394	10627
14099321077476	42033	40076112	10637
14099321119541	42065	40072956	10623
14099321161613	42072	40078329	10631
14099321203631	42018	40070817	10629
14099321245677	42046	40078876	10627
14099321287740	42063	40073140	10630
14099321329795	42055	40078055	10640
14099321371916	42121	40071082	10639
14099321414047	42131	40077707	10631
14099321456172	42125	40075377	10633
14099321498322	42150	40074290	10627
14099321540471	42149	40076481	10630
14099321582618	42147	40073490	10629
14099321624809	42191	40075450	10627
14099321666940	42131	40077071	10623
14099321709144	42204	40075052	10630
14099321751249	42105	40073366	10627
14099321793470	42221	40075890	10634
14099321835575	42105	40074391	10630
14099321877777	42202	40074540	10624
14099321919939	42162	40079249	10636
14099321962145	42206	40072640	10633
14099322004309	42164	40075147	10632
14099322046528	42219	40075103	10633
14099322088657	42129	40075026	10629
14099322130850	42193	40073634	10625
14099322172981	42131	40077351	10637
14099322215107	42126	40073372	10631
14099322257231	42124	40079344	10637
14099322299406	42175	40071218	10625
14099322341486	42080	40078671	10622
14099322383632	42146	40073394	10629
14099322425818	42186	40075319	10628
14099322468019	42201	40076267	10630
14099322510156	42137	40074706	10637
14099322552368	42212	40079288	10633
14099322594539	42171	40073138	10628
14099322636725	42186	40071432	10625
14099322678789	42064	40079499	10630
14099322720932	42143	40072371	10623
14099322762994	42062	40077399	10634
14099322805176	42182	40074427	10627
14099322847294	42118	40074788	10632
14099322889385	42091	40073954	10643
14099322931454	42069	40078130	10628
14099322973550	42096	40073423	10627
14099323015656	42106	40075104	10626
14099323057786	42130	40074178	10636
14099323099871	42085	40075416	10629
14099323141978	42107	40076046	10630
14099323184064	42086	40076932	10633
14099323226139	42075	40072232	10621
14099323268243	42104	40078385	10623
14099323310319	42076	40071957	10630
14099323352350	42031	40077298	10630
14099323394380	42030	40073389	10624
14099323436383	42003	40077798	10638
14099323478447	42064	40073597	10628
14099323520510	42063	40076643	10620
14099323562557	42047	40074396	10633
14099323604671	42114	40074938	10631
14099323646777	42106	40074507	10622
14099323688877	42100	40076532	10630
14099323731015	42138	40074630	10632
14099323773130	42115	40075665	10631
14099323815223	42093	40075972	10635
14099323857263	42040	40074517	10634
14099323899396	42133	40075325	10564
14099323941492	42096	40075331	10629
14099323983581	42089	40076126	10640
14099324025677	42096	40075378	10631
14099324067766	42089	40074719	10635
14099324109858	42092	40069174	10623
14099324151992	42134	40085225	10625
14099324194083	42091	40069895	10630
14099324236283	42200	40075353	10633
14099324278447	42164	40075511	10622
14099324320611	42164	40075116	10622
14099324362743	42132	40075524	10643
14099324404827	42084	40073011	10635
14099324446922	42095	40077849	10635
14099324489025	42103	40075954	10629
14099324531121	42096	40078333	10632
14099324573231	42110	40072866	10639
14099324615373	42142	40074494	10626
14099324657527	42154	40075678	10626
14099324699684	42157	40074943	10633
14099324741785	42101	40074014	10638
14099324783876	42091	40074886	10633
14099324826015	42139	40075290	10634
14099324868149	42134	40077649	10628
14099324910299	42150	40071593	10631
14099324952451	42152	40076044	10630
14099324994573	42122	40076692	10639
14099325036675	42102	40076414	10630
14099325078783	42108	40072383	10628
14099325120901	42118	40078138	10627
14099325163003	42102	40075604	10629
14099325205096	42093	40074220	10628
14099325247254	42158	40075730	10629
14099325289380	42126	40075288	10632
14099325331543	42163	40075702	10629
14099325373669	42126	40074790	10631
14099325415786	42117	40071734	10627
14099325457858	42072	40078257	10631
14099325499930	42072	40072688	10633
14099325542026	42096	40078262	10630
14099325584132	42106	40073580	10620
14099325626250	42118	40076612	10631
14099325668352	42102	40072792	10635
14099325710447	42095	40076423	10636
14099325752587	42140	40076466	10634
14099325794717	42130	40073522	10634
14099325836807	42090	40073980	10635
14099325878887	42080	40077467	10636
14099325921014	42127	40075804	10628
14099325963144	42130	40076153	10636
14099326005304	42160	40073541	10634
14099326047428	42124	40077868	10633
14099326089560	42132	40070649	10634
14099326131713	42153	40078862	10634
14099326173866	42153	40075124	10629
14099326216055	42189	40076043	10628
14099326258243	42188	40072788	10637
14099326300401	42158	40077145	10631
14099326342540	42139	40072273	10630
14099326384668	42128	40076030	10633
14099326426815	42147	40076249	10626
14099326468941	42126	40076657	10632
14099326511069	42128	40073454	10637
14099326553199	42130	40074956	10627
14099326595367	42168	40075236	10630
14099326637556	42189	40077712	10635
14099326679810	42254	40071590	10622
14099326722033	42223	40078081	10628
14099326764249	42216	40076443	10628
14099326806418	42169	40074942	10632
14099326848594	42176	40072408	10629
14099326890719	42125	40078520	10624
14099326932881	42162	40073073	10625
14099326975104	42223	40083632	10627
14099327017350	42246	40064964	10624
14099327059532	42182	40077763	10630
14099327101758	42226	40073839	10616
14099327143961	42203	40075739	10634
14099327186191	42230	40072929	10619
14099327228302	42111	40079989	10625
14099327270401	42099	40072097	10630
14099327312514	42113	40076366	10623
14099327354774	42260	40073249	10626
14099327396958	42184	40077930	10635
14099327439219	42261	40072718	10624
14099327481412	42193	40076412	10624
14099327523648	42236	40075536	10622
14099327565770	42122	40074375	10638
14099327607969	42199	40074732	10625
14099327650116	42147	40078145	10627
14099327692300	42184	40072136	10628
14099327734555	42255	40082210	10639
14099327777259	42704	40068511	10630
14099327819472	42213	40077683	10633
14099327861725	42253	40075036	10637
14099327903910	42185	40074847	10623
14099327946122	42212	40077535	10627
14099327988213	42091	40072480	10625
14099328030338	42125	40074724	10630
14099328072422	42084	40076934	10632
14099328114539	42117	40073718	10626
14099328156654	42115	40075632	10633
14099328198818	42164	40074622	10628
14099328240979	42161	40076681	10625
14099328283151	42172	40072768	10634
14099328325278	42127	40076650	10631
14099328367377	42099	40073669	10627
14099328409469	42092	40076429	10635
14099328451573	42104	40076967	10622
14099328493699	42126	40074952	10630
14099328535857	42158	40075566	10627
14099328577947	42090	40076399	10638
14099328620038	42091	40071775	10629
14099328662128	42090	40077709	10627
14099328704235	42107	40072224	10629
14099328746266	42031	40079431	10631
14099328788332	42066	40073905	10628
14099328830415	42083	40074175	10632
14099328872469	42054	40073638	10631
14099328914529	42060	40078376	10641
14099328956614	42085	40075424	10633
14099328998733	42119	40080798	10630
14099329040875	42142	40066275	10628
14099329083060	42185	40078715	10623
14099329125229	42169	40073699	10626
14099329167404	42175	40075763	10633
14099329209590	42186	40073161	10630
14099329251778	42188	40078711	10630
14099329293973	42195	40073515	10628
14099329336156	42183	40076066	10630
14099329378337	42181	40075196	10628
14099329420474	42137	40075872	10637
14099329462646	42172	40072480	10625
14099329504821	42175	40077608	10636
14099329547008	42187	40071487	10624
14099329589235	42227	40078191	10629
14099329631366	42131	40075688	10625
14099329673537	42171	40075378	10629
14099329715759	42222	40073450	10632
14099329757942	42183	40075501	10622
14099329800118	42176	40075509	10639
14099329842318	42200	40081458	10631
14099329884579	42261	40070460	10636
14099329926791	42212	40075195	10628
14099329968926	42135	40073467	10630
14099330011048	42122	40075534	10627
14099330053123	42075	40074913	10630
14099330095243	42120	40078025	10630
14099330137406	42163	40071900	10630
14099330179504	42098	40076211	10634
14099330221629	42125	40075949	10634
14099330263688	42059	40074690	10626
14099330305824	42136	40075110	10643
14099330347984	42160	40075968	10627
14099330390093	42109	40073247	10620
14099330432234	42141	40077126	10631
14099330474468	42234	40075569	10622
14099330516719	42251	40075838	10628
14099330559060	42341	40072614	10624
14099330601415	42355	40077518	10628
14099330643771	42356	40072753	10631
14099330686049	42278	40079243	10632
14099330728336	42287	40071658	10629
14099330770679	42343	40078211	10632
14099330813022	42343	40072249	10638
14099330855368	42346	40078574	10633
14099330897670	42302	40072599	10627
14099330940153	42483	40077684	10631
14099330982739	42586	40073618	10625
14099331025121	42382	40074255	10635
14099331067548	42427	40074234	10621
14099331109953	42405	40078128	10638
14099331152393	42440	40074254	10624
14099331194910	42517	40074537	10632
14099331237451	42541	40076253	10629
14099331279948	42497	40074487	10635
14099331322364	42416	40074206	10626
14099331364784	42420	40080081	10638
14099331407286	42502	40070360	10630
14099331449724	42438	40078618	10636
14099331492116	42392	40071423	10631
14099331534481	42365	40077191	10624
14099331576854	42373	40074528	10632
14099331619165	42311	40077228	10629
14099331661433	42268	40073797	10622
14099331703886	42453	40084669	10635
14099331747100	43214	40066185	10627
14099331790287	43187	40078528	10624
14099331833484	43197	40075634	10634
14099331876640	43156	40071269	10631
14099331920192	43552	40075548	10637
14099331963879	43687	40077518	10627
14099332007641	43762	40070734	10630
14099332051417	43776	40077721	10636
14099332094778	43361	40073208	10629
14099332137404	42626	40078277	10635
14099332180081	42677	40072520	10645
14099332222752	42671	40077741	10633
14099332265095	42343	40074732	10627
14099332307250	42155	40073388	10628
14099332349384	42134	40076913	10632
14099332391526	42142	40074370	10634
14099332433702	42176	40074116	10629
14099332475755	42053	40078735	10632
14099332517911	42156	40074490	10634
14099332560003	42092	40075098	10632
14099332602140	42137	40073788	10634
14099332644168	42028	40077417	10626
14099332686291	42123	40073816	10626
14099332728351	42060	40075337	10633
14099332770502	42151	40072960	10631
14099332812602	42100	40079708	10625
14099332854727	42125	40071536	10627
14099332896821	42094	40082448	10634
14099332939048	42227	40067624	10620
14099332981180	42132	40078027	10630
14099333023353	42173	40074159	10628
14099333065444	42091	40077483	10618
14099333107593	42149	40071521	10630
14099333149732	42139	40078926	10639
14099333191854	42122	40073074	10628
14099333233918	42064	40075811	10634
14099333275996	42078	40072843	10628
14099333318083	42087	40076874	10633
14099333360219	42136	40074251	10625
14099333402301	42082	40077302	10623
14099333444383	42082	40074139	10636
14099333486448	42065	40074968	10625
14099333528548	42100	40075124	10636
14099333570606	42058	40078251	10628
14099333612725	42119	40073284	10634
14099333654826	42101	40074320	10632
14099333696928	42102	40076223	10634
14099333739066	42138	40076605	10623
14099333781264	42198	40071831	10614
14099333823436	42172	40076982	10645
14099333865609	42173	40075571	10628
14099333907739	42130	40073679	10630
14099333949872	42133	40080223	10636
14099333991993	42121	40073341	10626
14099334034130	42137	40074747	10628
14099334076214	42084	40074075	10626
14099334118358	42144	40075687	10633
14099334160489	42131	40075317	10616
14099334202583	42094	40074505	10627
14099334244689	42106	40077181	10637
14099334286772	42083	40072815	10629
14099334328860	42088	40074894	10625
14099334370950	42090	40074706	10627
14099334413019	42069	40078524	10626
14099334455151	42132	40072546	10629
14099334497293	42142	40076351	10632
14099334539412	42119	40073393	10636
14099334581548	42136	40078407	10624
14099334623631	42083	40074738	10634
14099334665745	42114	40076276	10638
14099334707896	42151	40072907	10633
14099334749969	42073	40075679	10622
14099334792106	42137	40074829	10620
14099334834242	42136	40077714	10641
14099334876378	42136	40071730	10636
14099334918536	42158	40077745	10628
14099334960652	42116	40073280	10621
14099335002765	42113	40075702	10624
14099335044921	42156	40074322	10630
14099335087182	42261	40077292	10638
14099335129418	42236	40075918	10627
14099335171581	42163	40073912	10631
14099335213826	42245	40074520	10627
14099335256212	42386	40075989	10625
14099335298499	42287	40074099	10626
14099335340826	42327	40082643	10629
14099335383136	42310	40071195	10626
14099335425396	42260	40071978	10623
14099335467818	42422	40071243	10624
14099335510107	42289	40079735	10632
14099335552285	42178	40073995	10626
14099335594427	42142	40077378	10626
14099335636623	42196	40075812	10635
14099335678788	42165	40074784	10634
14099335720987	42199	40073077	10629
14099335763292	42305	40078927	10633
14099335805639	42347	40072427	10631
14099335847927	42288	40077317	10636
14099335890160	42233	40072290	10607
14099335932350	42190	40078882	10636
14099335974516	42166	40071731	10632
14099336016686	42170	40077656	10630
14099336058865	42179	40073323	10630
14099336101032	42167	40079585	10622
14099336143184	42152	40071559	10631
14099336185391	42207	40076663	10628
14099336227559	42168	40074410	10629
14099336269663	42104	40078051	10636
14099336311756	42093	40072685	10625
14099336353844	42088	40074929	10629
14099336395961	42117	40070630	10629
14099336438067	42106	40079647	10634
14099336480184	42117	40076259	10632
14099336522278	42094	40077868	10640
14099336564418	42140	40069743	10628
14099336606545	42127	40078837	10633
14099336648693	42148	40072566	10637
14099336690889	42196	40076487	10627
14099336733061	42172	40076622	10625
14099336775286	42225	40073239	10633
14099336817501	42215	40075955	10632
14099336859707	42206	40078336	10636
14099336901884	42177	40073286	10620
14099336944025	42141	40076531	10622
14099336986217	42192	40072890	10619
14099337028312	42095	40076289	10636
14099337070489	42177	40073640	10630
14099337112631	42142	40077939	10635
14099337154767	42136	40073256	10624
14099337196900	42133	40077484	10632
14099337239056	42156	40073151	10628
14099337281193	42137	40075897	10630
14099337323367	42174	40072680	10629
14099337365531	42164	40078236	10637
14099337407708	42177	40074429	10633
14099337449853	42145	40081386	10626
14099337491992	42139	40067663	10617
14099337534132	42140	40076476	10625
14099337576323	42191	40074956	10624
14099337618447	42124	40076354	10628
14099337660618	42171	40073814	10622
14099337702796	42178	40075026	10627
14099337745020	42224	40076845	10628
14099337787196	42176	40073626	10625
14099337829471	42275	40076884	10631
14099337871610	42139	40073885	10631
14099337913780	42170	40073224	10619
14099337956007	42227	40079511	10629
14099337998183	42176	40073009	10620
14099338040323	42140	40077608	10629
14099338082456	42133	40077294	10623
14099338124643	42187	40071235	10624
14099338166777	42134	40074820	10628
14099338208932	42155	40077444	10629
14099338251087	42155	40071960	10629
14099338293772	42685	40076683	10634
14099338335966	42194	40073737	10635
14099338378162	42196	40077708	10628
14099338420392	42230	40073238	10622
14099338462566	42174	40076395	10620
14099338504666	42100	40073747	10625
14099338546754	42088	40079239	10630
14099338588919	42165	40074286	10633
14099338631150	42231	40073216	10624
14099338673302	42152	40074136	10630
14099338715484	42182	40075986	10632
14099338757635	42151	40074594	10626
14099338799856	42221	40075691	10632
14099338842044	42188	40075389	10624
14099338884207	42163	40076884	10633
14099338926301	42094	40073427	10634
14099338968439	42138	40076770	10622
14099339010583	42144	40074284	10615
14099339052752	42169	40075255	10632
14099339094866	42114	40076162	10633
14099339136965	42099	40076389	10633
14099339179070	42105	40072818	10625
14099339221221	42151	40078465	10620
14099339263364	42143	40073832	10633
14099339305530	42166	40079213	10632
14099339347707	42177	40071413	10633
14099339389819	42112	40074300	10638
14099339431974	42155	40075716	10632
14099339474128	42154	40076257	10636
14099339516234	42106	40074366	10639
14099339558377	42143	40076724	10636
14099339600505	42128	40072155	10632
14099339642627	42122	40077237	10624
14099339684825	42198	40072611	10627
14099339727045	42220	40077475	10637
14099339769255	42210	40072554	10624
14099339811455	42200	40075993	10631
14099339853635	42180	40075595	10629
14099339895786	42151	40071784	10620
14099339937887	42101	40078759	10626
14099339980021	42134	40084089	10627
14099340022151	42130	40065308	10624
14099340064271	42120	40077422	10626
14099340106436	42165	40073484	10616
14099340148607	42171	40079364	10616
14099340190723	42116	40072032	10632
14099340232844	42121	40076862	10630
14099340274978	42134	40074890	10626
14099340317154	42176	40074372	10627
14099340359325	42171	40076279	10635
14099340401545	42220	40073964	10635
14099340443679	42134	40076624	10620
14099340485809	42130	40075044	10637
14099340527926	42117	40074458	10630
14099340570066	42140	40075077	10630
14099340612135	42069	40073733	10633
14099340654225	42090	40077407	10628
14099340696253	42028	40075527	10622
14099340738312	42059	40074608	10624
14099340780350	42038	40075742	10617
14099340822386	42036	40074280	10621
14099340864424	42038	40075098	10627
14099340906520	42096	40074931	10634
14099340948577	42057	40077077	10639
14099340990701	42124	40075927	10633
14099341032824	42123	40071814	10563
14099341075030	42206	40077381	10554
14099341117318	42288	40072380	10608
14099341159646	42328	40073222	10635
14099341201870	42224	40080343	10621
14099341244114	42244	40074721	10621
14099341286295	42181	40073787	10627
14099341328538	42243	40078487	10625
14099341370754	42216	40071581	10624
14099341412992	42238	40076651	10635
14099341455262	42270	40075532	10634
14099341497483	42221	40077837	10626
14099341539911	42428	40073823	10625
14099341583364	43453	40076697	10630
14099341626229	42865	40074387	10629
14099341669027	42798	40073789	10637
14099341711733	42706	40075883	10625
14099341754341	42608	40076128	10632
14099341796970	42629	40074841	10625
14099341839644	42674	40073355	10631
14099341882247	42603	40073782	10626
14099341924893	42646	40078198	10637
14099341967479	42586	40074691	10631
14099342010051	42572	40077641	10629
14099342052592	42541	40071486	10622
14099342095134	42542	40077782	10628
14099342137767	42633	40074792	10633
14099342180401	42634	40076329	10628
14099342223010	42609	40073165	10610
14099342265612	42602	40076997	10624
14099342308210	42598	40073786	10629
14099342350821	42611	40076513	10626
14099342393441	42620	40074068	10629
14099342435964	42523	40074127	10642
14099342478424	42460	40075499	10633
14099342521010	42586	40074966	10633
14099342563508	42498	40077368	10637
14099342606005	42497	40076677	10631
14099342648475	42470	40072757	10624
14099342690921	42446	40076921	10632
14099342733288	42367	40073520	10633
14099342775752	42464	40074652	10634
14099342818148	42396	40074018	10627
14099342860598	42450	40077112	10635
14099342903033	42435	40076623	10634
14099342945470	42437	40075889	10629
14099342987809	42339	40074073	10637
14099343030248	42439	40076566	10626
14099343072628	42380	40073013	10629
14099343115103	42475	40077346	10624
14099343157429	42326	40072144	10617
14099343199859	42430	40078761	10635
14099343242253	42394	40071081	10622
14099343284662	42409	40076839	10635
14099343327056	42394	40075739	10631
14099343369593	42537	40074751	10635
14099343412076	42483	40076282	10634
14099343454611	42535	40075085	10632
14099343497002	42391	40075831	10623
14099343539491	42489	40074249	10636
14099343581875	42384	40075191	10638
14099343624278	42403	40075302	10629
14099343666753	42475	40074373	10631
14099343709285	42532	40077123	10632
14099343751742	42457	40075483	10635
14099343794213	42471	40075847	10628
14099343836617	42404	40071022	10628
14099343878992	42375	40078618	10626
14099343921342	42350	40075119	10628
14099343963725	42383	40074024	10629
14099344006065	42340	40074905	10635
14099344048636	42571	40077554	10634
14099344091424	42788	40074722	10640
14099344134207	42783	40074504	10637
14099344177005	42798	40073228	10626
14099344219758	42753	40077243	10629
14099344262399	42641	40074755	10636
14099344305035	42636	40074038	10629
14099344347708	42673	40076290	10618
14099344390350	42642	40075906	10625
14099344432963	42613	40074690	10628
14099344475589	42626	40076770	10637
14099344518255	42666	40074332	10635
14099344560915	42660	40073876	10633
14099344603531	42616	40074772	10633
14099344646213	42682	40079317	10636
14099344688883	42670	40073656	10637
14099344731534	42651	40076462	10630
14099344774113	42579	40073247	10629
14099344816710	42597	40075360	10640
14099344859247	42537	40075583	10625
14099344901872	42625	40075630	10624
14099344944421	42549	40074470	10619
14099344986976	42555	40079112	10552
14099345029653	42677	40070236	10626
14099345072372	42719	40076924	10624
14099345115044	42672	40073566	10628
14099345157723	42679	40075787	10627
14099345200397	42674	40073551	10625
14099345243123	42726	40077387	10622
14099345285805	42682	40076685	10631
14099345328567	42762	40073130	10623
14099345371299	42732	40075651	10616
14099345414083	42784	40077294	10627
14099345456834	42751	40075616	10628
14099345499566	42732	40067000	10628
