#sensor_value	delta_value	duration_ns	duration_samples
528000000	2000000	80148680	18772
524000000	4000000	40077775	9399
526000000	2000000	80150534	18788
524000000	2000000	120225988	28164
526000000	2000000	40071930	9383
528000000	2000000	160303676	37534
530000000	2000000	40076401	9389
528000000	2000000	80150429	18765
543000000	15000000	40071520	9395
535000000	8000000	40078180	9400
537000000	2000000	120222787	28132
535000000	2000000	80153222	18756
532000000	3000000	40073321	9377
533000000	1000000	40075047	9382
530000000	3000000	40078159	9398
532000000	2000000	40072913	9391
533000000	1000000	40077122	9380
535000000	2000000	80148665	18791
533000000	2000000	40075371	9385
530000000	3000000	40075850	9382
532000000	2000000	40075560	9388
530000000	2000000	240450400	56322
526000000	4000000	40073818	9386
530000000	4000000	80151097	18788
533000000	3000000	120226832	28155
530000000	3000000	120227332	28162
533000000	3000000	80147775	18774
535000000	2000000	40078480	9390
532000000	3000000	40075759	9383
535000000	3000000	80149491	18774
528000000	7000000	80150546	18769
533000000	5000000	40072878	9388
532000000	1000000	40077594	9387
530000000	2000000	80150468	18781
533000000	3000000	40074864	9388
530000000	3000000	120223253	28169
535000000	5000000	40075419	9396
533000000	2000000	40078729	9391
530000000	3000000	40072989	9386
535000000	5000000	40074286	9383
533000000	2000000	40074854	9380
535000000	2000000	40077082	9385
532000000	3000000	40074880	9376
530000000	2000000	40074678	9386
532000000	2000000	40074561	9390
530000000	2000000	40075167	9387
528000000	2000000	40074227	9393
530000000	2000000	120227678	28184
528000000	2000000	40074975	9385
526000000	2000000	40073981	9380
532000000	6000000	40078514	9384
535000000	3000000	40072346	9381
532000000	3000000	40076528	9397
535000000	3000000	160301891	37561
532000000	3000000	80151618	18748
533000000	1000000	40073309	9379
535000000	2000000	40074849	9381
533000000	2000000	40076178	9386
535000000	2000000	160300029	37555
537000000	2000000	40075583	9383
533000000	4000000	80149685	18776
535000000	2000000	80153849	18764
533000000	2000000	40071122	9380
539000000	6000000	40077891	9382
535000000	4000000	40077104	9368
537000000	2000000	80146800	18751
535000000	2000000	80153754	18770
537000000	2000000	40073306	9381
535000000	2000000	40068637	9376
533000000	2000000	40082434	9388
535000000	2000000	40075009	9400
537000000	2000000	40073162	9393
535000000	2000000	80149816	18783
533000000	2000000	40079418	9384
535000000	2000000	40071700	9387
532000000	3000000	40078382	9390
535000000	3000000	160301101	37548
533000000	2000000	40072265	9383
530000000	3000000	40076780	9376
528000000	2000000	40076346	9379
530000000	2000000	40073186	9385
533000000	3000000	40078301	9391
530000000	3000000	40072999	9395
533000000	3000000	40076422	9392
535000000	2000000	40074628	9392
533000000	2000000	40073016	9385
535000000	2000000	80153482	18775
533000000	2000000	40073112	9376
535000000	2000000	40079871	9386
537000000	2000000	40073114	9390
533000000	4000000	40075522	9387
530000000	3000000	40073770	9388
532000000	2000000	40073280	9382
530000000	2000000	40077710	9389
535000000	5000000	160300797	37542
537000000	2000000	40075951	9385
535000000	2000000	40073820	9385
532000000	3000000	40079190	9386
533000000	1000000	40072043	9397
530000000	3000000	40075553	9390
533000000	3000000	40074634	9377
535000000	2000000	40073692	9380
533000000	2000000	40076254	9391
535000000	2000000	40073278	9392
537000000	2000000	80152966	18806
535000000	2000000	120226539	28146
533000000	2000000	40077250	9379
535000000	2000000	80148125	18760
537000000	2000000	80149094	18769
535000000	2000000	80152535	18757
537000000	2000000	80147714	18777
539000000	2000000	40074836	9386
537000000	2000000	40079343	9378
539000000	2000000	40074994	9391
537000000	2000000	40073538	9337
535000000	2000000	40073659	9360
530000000	5000000	40075576	9385
532000000	2000000	40075054	9389
533000000	1000000	40076635	9383
530000000	3000000	40076679	9383
533000000	3000000	40072918	9385
535000000	2000000	40074870	9321
537000000	2000000	80151614	18750
530000000	7000000	40077913	9382
528000000	2000000	80149681	18758
526000000	2000000	80146223	18758
528000000	2000000	40076345	9385
526000000	2000000	80154532	18787
524000000	2000000	40074587	9393
528000000	4000000	40071846	9386
526000000	2000000	40074952	9388
528000000	2000000	80151901	18759
535000000	7000000	40077680	9385
528000000	7000000	40072790	9391
530000000	2000000	40074903	9397
528000000	2000000	120226365	28162
526000000	2000000	40074409	9376
528000000	2000000	240454478	56334
526000000	2000000	80146530	18766
528000000	2000000	80150695	18773
526000000	2000000	40076795	9385
524000000	2000000	80148732	18783
526000000	2000000	40077266	9369
528000000	2000000	120223755	28145
530000000	2000000	80150359	18774
528000000	2000000	80152210	18757
530000000	2000000	40075846	9386
528000000	2000000	40073509	9387
524000000	4000000	80154005	18758
528000000	4000000	40072581	9373
530000000	2000000	80151096	18773
528000000	2000000	160301541	37516
524000000	4000000	40074235	9380
526000000	2000000	40077675	9377
530000000	4000000	40071438	9385
528000000	2000000	120227371	28159
530000000	2000000	160301861	37530
528000000	2000000	40076341	9387
526000000	2000000	40072659	9378
528000000	2000000	40076705	9381
530000000	2000000	40076159	9384
528000000	2000000	160299838	37534
526000000	2000000	40077112	9379
528000000	2000000	40074581	9381
530000000	2000000	80147192	18768
533000000	3000000	40077399	9369
528000000	5000000	40077221	9371
532000000	4000000	120224523	28072
528000000	4000000	80150105	18701
530000000	2000000	200376556	46903
526000000	4000000	40074248	9376
528000000	2000000	200377103	46896
530000000	2000000	40075727	9383
535000000	5000000	80147558	18751
530000000	5000000	40078782	9386
526000000	4000000	40074217	9390
532000000	6000000	40072663	9384
530000000	2000000	40078285	9378
528000000	2000000	40074116	9384
530000000	2000000	40073796	9385
532000000	2000000	80150354	18789
528000000	4000000	40076866	9398
526000000	2000000	160301729	37580
530000000	4000000	40073325	9392
533000000	3000000	40078071	9394
532000000	1000000	80148925	18772
528000000	4000000	320601522	75102
526000000	2000000	40075662	9384
528000000	2000000	120226002	28188
526000000	2000000	40075087	9392
528000000	2000000	40077145	9391
532000000	4000000	40071719	9390
528000000	4000000	40076008	9400
530000000	2000000	80149480	18782
528000000	2000000	40078940	9393
526000000	2000000	40074541	9383
528000000	2000000	160299167	37520
532000000	4000000	40073313	9388
533000000	1000000	80150952	18759
530000000	3000000	80151318	18762
532000000	2000000	40074252	9394
530000000	2000000	40077874	9385
528000000	2000000	120225097	28148
526000000	2000000	160301089	37530
524000000	2000000	80151380	18776
521000000	3000000	40076422	9387
526000000	5000000	40073471	9385
528000000	2000000	80148701	18766
526000000	2000000	120229068	28169
524000000	2000000	40075340	9377
526000000	2000000	80150614	18770
530000000	4000000	40071499	9383
528000000	2000000	40077429	9377
526000000	2000000	160300756	37540
528000000	2000000	40073209	9386
526000000	2000000	40078233	9379
524000000	2000000	40075751	9381
521000000	3000000	80149901	18779
524000000	3000000	80148650	18780
526000000	2000000	160301481	37528
524000000	2000000	40076805	9388
526000000	2000000	40074563	9381
530000000	4000000	40076198	9396
528000000	2000000	40072965	9384
526000000	2000000	80149652	18774
528000000	2000000	40075006	9387
533000000	5000000	80154390	18763
530000000	3000000	40074707	9385
528000000	2000000	40071784	9375
532000000	4000000	40077852	9391
528000000	4000000	40074519	9395
526000000	2000000	40074738	9387
524000000	2000000	40077856	9379
526000000	2000000	40071718	9376
528000000	2000000	120229945	28161
530000000	2000000	40073686	9386
533000000	3000000	40071911	9392
530000000	3000000	40075696	9402
528000000	2000000	80151737	18708
530000000	2000000	80151944	18725
532000000	2000000	120223426	27931
530000000	2000000	40078801	9322
526000000	4000000	40071108	9355
528000000	2000000	40078901	9351
530000000	2000000	40068858	9342
528000000	2000000	40079009	9342
530000000	2000000	80149391	18691
528000000	2000000	440830747	103005
530000000	2000000	40076145	9399
535000000	5000000	40073399	9386
532000000	3000000	40077454	9384
