#sensor_value	delta_value	duration_ns	duration_samples
535	2	40063249	3713
533	2	40084120	3713
530	3	40071611	3713
528	2	40080653	3714
526	2	40065028	3711
528	2	40087077	3716
530	2	40068859	3715
528	2	40082182	3716
533	5	40068603	3714
528	5	40074427	3714
526	2	120222497	11137
524	2	40081780	3712
526	2	40073663	3709
528	2	40075780	3716
530	2	80155459	7425
528	2	120222769	11136
524	4	40070366	3714
526	2	40074001	3711
530	4	40081370	3716
533	3	40065172	3713
530	3	40088315	3716
528	2	80148855	7421
526	2	40067152	3712
524	2	40076090	3715
521	3	40071232	3712
524	3	40081052	3717
526	2	40077085	3712
528	2	80148881	7425
526	2	40074561	3711
528	2	40080003	3711
526	2	40072356	3711
521	5	80147665	7420
522	1	40077958	3714
524	2	40079152	3714
526	2	120217225	11130
528	2	80153406	7425
526	2	80155402	7423
528	2	80143178	7427
526	2	160301010	14850
524	2	40081253	3716
526	2	40071436	3716
524	2	40082173	3717
526	2	40065597	3713
539	13	40084639	3716
528	11	80146573	7424
530	2	80149228	7430
528	2	80152213	7428
526	2	40072808	3712
530	4	40082785	3712
532	2	40066592	3709
528	4	40075835	3715
526	2	40070735	3715
528	2	200386501	18573
530	2	40066374	3713
526	4	80157547	7428
528	2	40073376	3719
526	2	80155035	7427
524	2	80150494	7440
528	4	40068753	3711
524	4	40075439	3710
526	2	40070605	3715
528	2	80149691	7435
526	2	120230725	11137
528	2	80148530	7427
526	2	40066056	3710
530	4	40091549	3712
532	2	40072993	3712
528	4	40079636	3717
530	2	160296150	14849
528	2	40067314	3710
530	2	120237145	11112
528	2	40068380	3709
530	2	40082991	3711
528	2	40064293	3712
530	2	40084143	3713
528	2	40071198	3712
530	2	200383950	18572
526	4	40069814	3711
528	2	40077732	3712
526	2	40071317	3711
524	2	40075601	3714
526	2	80154130	7430
524	2	40066513	3710
526	2	120231404	11132
528	2	40075954	3714
526	2	120226256	11138
528	2	40069625	3712
533	5	40079578	3716
530	3	40072168	3715
544	14	40074364	3714
539	5	80154014	7427
535	4	120219960	11150
537	2	40080541	3713
535	2	40078454	3710
533	2	200372098	18568
535	2	40072428	3711
537	2	120228058	11145
533	4	40072899	3710
537	4	80150221	7421
535	2	40083911	3713
530	5	40067107	3712
535	5	40085737	3713
537	2	40065183	3713
535	2	80147756	7426
537	2	80152482	7426
532	5	40082847	3712
530	2	160295107	14850
532	2	40072081	3711
533	1	200385679	18576
535	2	200376969	18564
537	2	80141122	7426
539	2	80149832	7428
537	2	40083342	3715
541	4	40076064	3715
537	4	40072651	3717
544	7	40073828	3713
541	3	40081786	3714
546	5	80142017	7430
541	5	80154219	7426
535	6	80153451	7424
530	5	40065857	3712
528	2	80151766	7424
530	2	80155429	7430
528	2	40074857	3715
526	2	40069721	3712
528	2	40087136	3713
530	2	40061864	3709
528	2	120227855	11131
530	2	240462679	22259
526	4	80141389	7427
528	2	80150885	7422
526	2	40070251	3710
528	2	40084312	3710
526	2	160294974	14850
528	2	80158320	7420
526	2	40072921	3710
524	2	160301301	14853
526	2	40079727	3713
530	4	40068664	3714
528	2	80150432	7422
530	2	40077936	3710
528	2	40072526	3711
526	2	80152731	7422
528	2	160296559	14853
530	2	40077534	3717
528	2	120228102	11141
530	2	40074331	3711
528	2	40072992	3715
530	2	40075827	3710
528	2	80148053	7422
530	2	40075270	3715
528	2	40075833	3714
526	2	80158816	7424
528	2	80147053	7434
530	2	40076046	3715
528	2	160296674	14860
526	2	200377394	18569
528	2	80147943	7425
524	4	120230286	11138
526	2	160292891	14851
530	4	40078677	3715
524	6	40080311	3700
528	4	40073894	3695
526	2	40071340	3694
530	4	40076230	3695
528	2	200381444	18474
526	2	80147534	7393
530	4	40078378	3695
526	4	40071046	3711
530	4	40077784	3716
526	4	80147701	7426
522	4	40078587	3716
530	8	40075977	3713
524	6	40065972	3715
532	8	40079853	3714
524	8	40079176	3710
530	6	40078620	3711
528	2	40066084	3710
532	4	40079075	3712
526	6	40077088	3712
532	6	40079378	3715
528	4	40068644	3710
530	2	40081715	3714
524	6	40068541	3713
530	6	40080091	3712
524	6	40069087	3707
530	6	40080143	3711
524	6	40074956	3709
528	4	40073033	3714
526	2	40076955	3712
537	11	40071884	3713
528	9	40081919	3716
526	2	40065792	3712
528	2	80159176	7428
526	2	40068812	3708
524	2	40085569	3718
526	2	40061159	3709
533	7	40086657	3712
528	5	80147389	7437
526	2	160296525	14855
529	3	40079080	3714
530	1	240451451	22281
526	4	80145359	7426
528	2	120232419	11141
530	2	40066712	3712
533	3	40080298	3714
530	3	120229278	11139
528	2	40075228	3712
526	2	40065550	3710
528	2	80153197	7428
530	2	40079157	3714
528	2	80147584	7425
530	2	80155625	7425
528	2	40066578	3712
526	2	120231934	11139
524	2	40068833	3712
526	2	40081114	3716
528	2	40069929	3710
530	2	40082302	3713
528	2	40070671	3714
526	2	200377454	18566
528	2	40074347	3711
530	2	40077194	3711
528	2	40072720	3710
530	2	40085606	3715
528	2	40071337	3712
530	2	40075620	3713
528	2	80150891	7429
531	3	40066394	3720
533	2	80151439	7427
530	3	40078243	3713
532	2	40070310	3712
530	2	40081788	3712
528	2	80154636	7422
526	2	40069806	3710
528	2	40076087	3711
526	2	40072257	3710
528	2	80153182	7423
530	2	40072704	3714
528	2	40079098	3713
526	2	240443350	22277
530	4	40084036	3717
528	2	120218851	11149
530	2	40087542	3717
526	4	40069897	3715
528	2	40073122	3711
530	2	80157881	7425
526	4	40061207	3710
528	2	80152425	7429
532	4	40081411	3717
530	2	120218880	11137
533	3	40078009	3711
530	3	80150174	7424
528	2	80150943	7425
526	2	40079169	3714
524	2	40077296	3713
526	2	80149113	7428
528	2	160300836	14850
526	2	40068749	3713
530	4	200381404	18574
528	2	320598648	29704
530	2	80154449	7430
526	4	80155961	7426
524	2	80145932	7432
526	2	40074017	3714
530	4	120226839	11140
528	2	80154134	7429
530	2	80151174	7428
526	4	40071661	3713
528	2	40072792	3714
532	4	40075958	3711
530	2	120222546	11140
528	2	40076189	3712
530	2	120227095	11153
532	2	40068565	3712
530	2	80156875	7420
526	4	40074380	3713
528	2	40076181	3712
526	2	40079596	3711
528	2	80150859	7422
530	2	120217221	11141
528	2	40083116	3714
532	4	40072508	3714
530	2	40076906	3712
528	2	80147503	7425
530	2	80151594	7431
528	2	160304907	14855
530	2	40078334	3713
528	2	200371109	18581
530	2	40069605	3713
533	3	40082473	3713
528	5	80149443	7424
524	4	40072144	3713
526	2	40078196	3714
524	2	40067511	3709
526	2	40086573	3714
528	2	160295311	14855
530	2	40077368	3714
526	4	80141649	7426
528	2	40083259	3713
530	2	40076571	3711
533	3	40068272	3713
528	5	200376404	18578
526	2	40085073	3713
530	4	40063614	3712
528	2	80149965	7429
530	2	40084354	3714
532	2	40075667	3709
528	4	80139938	7423
526	2	40087700	3712
524	2	40068316	3713
530	6	40080669	3715
526	4	120215421	11141
528	2	160306752	14856
530	2	40077813	3711
533	3	40066468	3712
530	3	160308435	14852
528	2	40078224	3712
530	2	80148721	7425
528	2	320606715	29708
530	2	40065753	3713
528	2	80155335	7428
530	2	40076425	3713
533	3	40073136	3714
530	3	40072116	3714
528	2	80159006	7429
526	2	120217191	11139
530	4	40075555	3713
541	11	40076667	3714
533	8	40073523	3712
535	2	40071989	3713
537	2	40086466	3717
530	7	40071923	3713
528	2	40076715	3713
526	2	40072124	3715
528	2	80148087	7429
526	2	40074286	3714
528	2	40072888	3716
530	2	40078502	3717
528	2	40070051	3712
530	2	40087754	3712
528	2	40063720	3710
530	2	40079530	3712
528	2	80158053	7428
526	2	40068878	3713
528	2	80154172	7426
526	2	40078266	3715
528	2	40062351	3712
526	2	40080167	3714
530	4	40079501	3715
528	2	40072603	3713
526	2	40074983	3712
528	2	40076595	3711
530	2	40073028	3717
528	2	40078642	3715
526	2	40072960	3712
528	2	40080286	3715
526	2	40074057	3715
528	2	40071033	3712
530	2	80150968	7429
532	2	80156143	7425
530	2	80141912	7433
528	2	40073265	3716
526	2	40082302	3715
524	2	40072717	3711
526	2	120229282	11140
528	2	40069041	3683
530	2	40085576	3710
528	2	200366482	18560
526	2	120233523	11142
530	4	40066274	3712
528	2	40086069	3717
526	2	40070544	3711
528	2	40074148	3711
530	2	80151467	7433
528	2	40068743	3713
530	2	40079886	3714
526	4	200372015	18570
528	2	80151943	7427
530	2	80147559	7440
528	2	40078036	3717
526	2	80152062	7423
528	2	40074650	3713
530	2	80155837	7429
533	3	40072962	3713
532	1	80152108	7427
530	2	80148148	7429
526	4	120221255	11136
530	4	80157358	7423
528	2	40074953	3713
530	2	80149768	7424
528	2	120226663	11147
530	2	160295252	14845
533	3	40078091	3712
535	2	80152223	7424
528	7	80145475	7438
530	2	80160536	7429
528	2	40070000	3711
526	2	40073030	3712
528	2	80156138	7428
526	2	40068033	3710
528	2	40082927	3712
530	2	40072067	3711
535	5	40073562	3714
533	2	40072610	3714
530	3	40080542	3715
533	3	40069329	3716
530	3	40084749	3714
528	2	40065392	3712
526	2	40080850	3716
528	2	80153897	7434
530	2	40071282	3715
535	5	40072307	3714
533	2	40069775	3715
532	1	40085610	3716
530	2	40067490	3714
526	4	40084532	3716
528	2	40073157	3714
530	2	200375958	18559
528	2	80147598	7427
530	2	40069518	3713
528	2	80153092	7424
530	2	40080396	3715
533	3	80146486	7429
530	3	40078722	3713
533	3	40079709	3714
530	3	40062963	3712
528	2	200380934	18575
524	4	40078960	3717
526	2	160304399	14853
528	2	40071737	3711
532	4	40072585	3715
528	4	80149740	7428
530	2	40076210	3713
528	2	40077050	3714
530	2	40081071	3719
526	4	80144053	7426
528	2	40074318	3713
535	7	40073323	3715
530	5	80152504	7429
528	2	80151228	7422
526	2	80154490	7422
528	2	160297071	14849
530	2	40076208	3711
528	2	40071817	3709
526	2	80156373	7425
528	2	40072882	3714
526	2	40074284	3711
528	2	40073126	3711
526	2	40083659	3709
528	2	160292795	14846
535	7	40074589	3714
526	9	40075865	3718
530	4	40079747	3710
528	2	120225659	11131
526	2	80146264	7425
528	2	40073393	3712
530	2	40082677	3711
528	2	120224106	11137
530	2	40076279	3708
526	4	40068868	3707
524	2	80148430	7419
526	2	40083071	3710
528	2	40065642	3708
526	2	80156789	7417
524	2	80153152	7422
522	2	40078794	3714
524	2	40070772	3708
521	3	40073316	3715
524	3	40069923	3714
526	2	80154230	7421
528	2	80146413	7420
526	2	80154046	7426
528	2	40082915	3711
526	2	40071913	3713
524	2	40078107	3713
522	2	40070600	3711
524	2	40080564	3713
526	2	240446146	22271
524	2	40074921	3713
526	2	120225855	11142
524	2	80149643	7422
526	2	40070825	3710
524	2	40081268	3716
528	4	40071937	3716
524	4	40083460	3714
528	4	40069128	3714
526	2	40081248	3713
535	9	40064047	3713
524	11	40087375	3714
533	9	40063529	3713
522	11	40079337	3712
532	10	40074460	3714
528	4	40081323	3712
544	16	40065039	3711
528	16	40083584	3712
535	7	40073935	3711
530	5	40081690	3716
532	2	40067282	3713
526	6	40077072	3715
528	2	240455281	22282
530	2	40073022	3714
526	4	80141702	7426
528	2	80158623	7433
526	2	40076094	3717
530	4	40072675	3711
526	4	40079333	3715
530	4	40072664	3719
526	4	40078660	3718
530	4	40065211	3711
528	2	40087305	3714
530	2	40067376	3714
526	4	80144491	7428
530	4	40083372	3712
532	2	40074245	3712
530	2	80147824	7420
526	4	80154119	7422
521	5	40077741	3712
526	5	40073263	3713
528	2	80143053	7426
526	2	120235844	11142
524	2	80145987	7422
521	3	40076827	3712
524	3	40080516	3711
526	2	40069695	3714
524	2	160296752	14853
526	2	40077585	3714
530	4	40067302	3713
526	4	40089922	3713
528	2	160296506	14854
530	2	40070236	3713
526	4	40084907	3716
524	2	40068398	3711
526	2	40077657	3710
528	2	200370218	18570
526	2	40078407	3718
528	2	120221950	11143
526	2	40079757	3714
528	2	40073751	3710
530	2	40078450	3715
528	2	120219718	11137
526	2	80149418	7425
528	2	40085184	3717
524	4	80152088	7431
526	2	40069468	3714
524	2	160299926	14851
526	2	40079395	3717
530	4	40066619	3710
526	4	80149586	7425
524	2	40081610	3715
521	3	40069997	3713
524	3	120231966	11144
528	4	120223800	11135
526	2	160301580	14847
521	5	40075602	3712
526	5	80150614	7422
528	2	40074399	3711
526	2	80152610	7427
524	2	40077368	3714
526	2	40065987	3712
524	2	80157584	7424
528	4	80150590	7427
526	2	80151652	7426
528	2	80148045	7426
526	2	40076642	3715
524	2	40074237	3709
526	2	40072634	3714
530	4	40076550	3714
533	3	40082797	3717
528	5	40071246	3714
530	2	40074502	3715
528	2	40066781	3712
526	2	40088788	3714
521	5	80141541	7424
526	5	80151691	7428
524	2	40073136	3714
526	2	200382368	18565
528	2	40067404	3710
524	4	120230145	11143
526	2	40075466	3719
524	2	40080446	3710
526	2	40065371	3716
528	2	80151185	7424
526	2	120235144	11135
528	2	40069870	3713
526	2	40080216	3713
524	2	80148613	7423
526	2	40074942	3713
528	2	40069804	3714
526	2	40077972	3715
524	2	40073880	3713
528	4	80152312	7425
526	2	80153613	7425
528	2	40075738	3714
526	2	40073616	3719
524	2	40065685	3718
526	2	40087592	3714
524	2	80150711	7428
526	2	40073265	3715
524	2	40077534	3718
526	2	40069314	3711
528	2	40081555	3709
526	2	80145112	7425
528	2	40075634	3713
533	5	40076383	3717
528	5	40068375	3711
526	2	40079047	3714
528	2	40075822	3714
530	2	40074942	3717
528	2	40071741	3714
526	2	120240079	11145
524	2	80139852	7425
528	4	40078099	3711
530	2	80148490	7428
528	2	40071489	3712
530	2	40075316	3710
528	2	80156003	7423
526	2	120229521	11139
528	2	160293809	14852
526	2	40072716	3713
522	4	40078081	3712
524	2	120222952	11137
526	2	40079999	3713
528	2	80152404	7427
526	2	160297475	14851
524	2	40070952	3710
526	2	40077882	3716
528	2	40075597	3716
530	2	80151214	7427
526	4	40077972	3712
528	2	40074868	3711
526	2	40075948	3714
528	2	200374675	18562
526	2	120227591	11139
528	2	80156293	7423
526	2	80140867	7427
528	2	40077730	3717
526	2	120231825	11135
528	2	80141547	7428
526	2	40079665	3715
524	2	80150654	7424
526	2	120227820	11144
528	2	80152576	7426
526	2	200369546	18573
535	9	40079778	3717
526	9	40073651	3717
528	2	40071847	3711
526	2	40076294	3713
528	2	80146594	7427
526	2	80149252	7430
528	2	40086426	3716
526	2	40072015	3711
528	2	40071835	3713
526	2	40077423	3713
530	4	120227352	11134
526	4	80149909	7427
528	2	40071099	3712
524	4	120225352	11148
528	4	40078110	3721
526	2	40080115	3717
524	2	40066544	3714
528	4	40078831	3715
526	2	40073004	3712
528	2	160303677	14864
524	4	80142160	7434
526	2	80158425	7425
528	2	40080997	3717
530	2	40069388	3716
528	2	80153594	7427
533	5	40073167	3714
535	2	40069503	3714
530	5	80155269	7424
528	2	40075152	3713
530	2	40069784	3710
535	5	40081913	3715
532	3	40066536	3713
530	2	40083726	3694
528	2	40074319	3713
530	2	40074648	3712
526	4	40076422	3712
528	2	80151522	7426
530	2	40074829	3714
533	3	40060832	3712
530	3	40093150	3716
528	2	40071371	3711
532	4	40083033	3712
533	1	40066621	3712
532	1	40072829	3714
535	3	80149077	7422
537	2	80153865	7425
535	2	400754422	37146
532	3	40073909	3714
530	2	40077477	3714
532	2	40065384	3716
530	2	40082946	3716
533	3	40075617	3715
535	2	80143154	7433
532	3	40085251	3716
528	4	40066245	3713
532	4	40084581	3715
530	2	40065290	3714
533	3	80159822	7431
535	2	40071304	3712
537	2	40076831	3715
533	4	120230017	11141
535	2	40070015	3711
532	3	40074950	3713
530	2	40071327	3716
533	3	40078772	3714
535	2	40075152	3711
537	2	40075194	3711
535	2	80148914	7426
533	2	40077052	3712
530	3	120225720	11143
535	5	40076063	3715
533	2	40075376	3715
537	4	40068009	3711
535	2	80150260	7422
533	2	240459133	22280
537	4	80149806	7430
539	2	40079769	3711
535	4	40064232	3710
537	2	40078668	3712
535	2	40079820	3712
532	3	40069880	3713
530	2	40072700	3714
535	5	80156054	7431
532	3	80146274	7428
535	3	80157510	7426
526	9	120223753	11146
528	2	80151949	7423
526	2	40072118	3713
528	2	40078231	3713
530	2	40076847	3713
526	4	40078532	3712
524	2	80147725	7428
526	2	40072294	3711
528	2	80143029	7422
530	2	40086950	3715
533	3	40072232	3711
530	3	40076819	3713
526	4	160299649	14850
524	2	40075571	3715
528	4	40069142	3714
526	2	240458556	22272
524	2	80148914	7427
526	2	40072330	3713
524	2	80152312	7426
526	2	40075747	3717
528	2	40067751	3711
526	2	40080804	3711
524	2	40079647	3709
526	2	120225616	11132
524	2	80143485	7420
526	2	40074007	3715
524	2	40081712	3709
526	2	40074202	3713
524	2	40072432	3715
528	4	80151321	7426
524	4	80149494	7420
526	2	80150690	7423
524	2	80150058	7418
526	2	160309724	14847
528	2	80150927	7426
526	2	40072317	3710
524	2	120228196	11135
526	2	40070322	3715
524	2	80143818	7421
526	2	40085630	3713
528	2	40064503	3712
530	2	40086622	3717
526	4	40072880	3712
528	2	80144326	7425
526	2	40078440	3715
524	2	40073169	3711
526	2	40081368	3713
524	2	40065146	3709
528	4	40080558	3711
524	4	280521782	25972
526	2	40080734	3716
524	2	40068920	3711
526	2	80152205	7421
524	2	40084697	3709
528	4	40067315	3713
526	2	160300612	14853
524	2	40085180	3716
526	2	40070579	3712
522	4	40080132	3722
524	2	80145592	7423
526	2	120225054	11131
524	2	40076190	3710
526	2	40070515	3710
524	2	40077542	3712
521	3	80149396	7427
524	3	40080710	3707
528	4	160300170	14842
526	2	80150793	7426
524	2	80150778	7424
528	4	40077502	3711
530	2	40073214	3711
526	4	80140348	7426
543	17	40084946	3717
528	15	240453776	22279
526	2	80145859	7426
524	2	40074105	3712
526	2	160298023	14851
528	2	40074937	3714
530	2	80158429	7426
528	2	200367886	18563
530	2	120228445	11141
532	2	40074141	3714
528	4	40080116	3713
526	2	200372427	18566
528	2	40077335	3714
526	2	40075948	3715
528	2	80142960	7422
530	2	40087903	3715
528	2	40070944	3715
526	2	40077733	3716
530	4	40066385	3712
533	3	40076137	3712
528	5	40080235	3713
530	2	40079419	3714
528	2	40063400	3710
530	2	40080807	3712
526	4	40068400	3713
528	2	40082106	3713
526	2	40073701	3712
528	2	240455755	22275
526	2	80150903	7426
530	4	40069987	3712
526	4	120222058	11140
528	2	120239098	11137
526	2	40063677	3711
530	4	40085304	3713
528	2	160296381	14843
524	4	40072931	3713
526	2	40081721	3713
528	2	40065271	3711
533	5	40078722	3714
528	5	40079325	3712
530	2	40075875	3712
533	3	40071043	3710
541	8	40076215	3714
533	8	40074302	3715
532	1	40076017	3714
530	2	160301723	14859
528	2	40069860	3713
532	4	40076561	3716
530	2	120231937	11141
528	2	40076302	3715
530	2	80150828	7426
535	5	40078718	3713
548	13	160292248	14866
550	2	40082879	3718
544	6	40064424	3717
541	3	40081952	3713
537	4	40070319	3715
543	6	80156611	7432
530	13	40074683	3717
528	2	160302365	14855
539	11	40068212	3710
530	9	120234116	11141
528	2	80146248	7426
530	2	40072314	3714
528	2	40074485	3713
526	2	120231571	11140
528	2	80141028	7437
526	2	40082167	3723
528	2	80146944	7432
526	2	120228862	11150
528	2	80146918	7434
533	5	40085043	3716
530	3	120219835	11141
528	2	80144975	7427
526	2	40084610	3715
528	2	40064461	3714
533	5	40080791	3714
528	5	120222795	11141
530	2	40077215	3716
526	4	80152891	7425
524	2	40076394	3712
526	2	80149533	7431
528	2	80146258	7424
530	2	40081704	3718
526	4	120222604	11143
524	2	80146471	7434
526	2	120229230	11144
528	2	40077272	3714
530	2	80145428	7431
528	2	200381520	18570
530	2	160306818	14862
528	2	80146116	7426
530	2	40071973	3710
533	3	40074334	3713
537	4	40071442	3714
535	2	40081745	3713
532	3	40073677	3715
530	2	40078991	3715
526	4	120224806	11146
528	2	40077491	3712
530	2	40073325	3712
532	2	40077468	3712
528	4	40066046	3711
530	2	120231415	11139
528	2	120218722	11140
526	2	40086606	3714
530	4	40072812	3716
526	4	80149047	7439
524	2	40072313	3714
526	2	120219831	11137
530	4	200388812	18568
528	2	40069477	3710
526	2	40077466	3713
528	2	40066482	3712
530	2	40083850	3714
532	2	40072077	3715
530	2	40077372	3721
528	2	120225021	11135
526	2	40073442	3715
528	2	80158385	7430
530	2	80145313	7426
526	4	80147064	7427
524	2	40071843	3714
526	2	80154687	7428
528	2	40077818	3713
530	2	120220241	11135
528	2	120227339	11137
526	2	80158492	7430
528	2	80150572	7430
530	2	80143055	7425
528	2	40075753	3713
526	2	80147840	7425
528	2	40081517	3712
524	4	40066219	3709
526	2	40087626	3717
521	5	40067349	3711
526	5	120228767	11142
528	2	40068059	3714
530	2	80155612	7429
526	4	40083125	3715
530	4	80146983	7434
532	2	40069874	3718
528	4	160301707	14849
526	2	80154092	7426
528	2	40070886	3713
530	2	200379819	18569
526	4	40071243	3714
528	2	120230317	11144
524	4	40077488	3710
526	2	40068386	3717
530	4	40078618	3716
528	2	200377368	18563
526	2	80150596	7428
524	2	40070132	3712
526	2	40077626	3711
524	2	80147767	7421
526	2	80156133	7429
528	2	160293567	14852
524	4	80150250	7428
526	2	40080704	3712
521	5	40078088	3709
524	3	40072664	3708
526	2	120220097	11127
524	2	40080981	3700
526	2	40072141	3710
521	5	40079611	3714
524	3	40075571	3705
521	3	40079546	3716
519	2	40069622	3705
528	9	40077825	3710
526	2	120219679	11124
528	2	40076602	3712
526	2	40070716	3708
524	2	40085685	3711
521	3	40070673	3712
524	3	40076987	3709
526	2	120223103	11138
528	2	40080698	3715
526	2	160299715	14856
524	2	40066468	3713
526	2	40080833	3714
524	2	40070108	3710
526	2	120228347	11139
541	15	40078581	3710
535	6	40081897	3714
532	3	80142379	7433
533	1	160300750	14850
532	1	40073619	3713
533	1	40075981	3711
535	2	40077782	3712
533	2	40079392	3712
532	1	40072485	3712
530	2	120225208	11139
532	2	80148742	7431
535	3	40074480	3716
533	2	80149879	7424
530	3	40075747	3713
533	3	40078813	3710
530	3	120231776	11139
535	5	40063408	3711
537	2	160303865	14851
535	2	40074960	3713
530	5	40073972	3715
532	2	40073507	3712
535	3	40074999	3713
532	3	40082159	3714
535	3	80155048	7426
533	2	80142784	7420
532	1	40071954	3714
526	6	80157986	7431
530	4	80147493	7425
533	3	40076217	3714
530	3	80153438	7433
528	2	80146406	7430
526	2	160301250	14860
528	2	120229386	11144
535	7	80145584	7426
532	3	80153559	7438
535	3	40073079	3713
533	2	40077930	3713
526	7	120219379	11129
528	2	40077410	3708
530	2	40077837	3715
526	4	40068275	3706
524	2	40086110	3711
526	2	40064896	3711
528	2	40080755	3710
526	2	40078387	3709
528	2	120220015	11141
530	2	40073757	3710
526	4	160301777	14843
523	3	40077507	3712
524	1	40077472	3713
526	2	40072374	3712
528	2	40072298	3709
526	2	40083950	3713
524	2	40069235	3713
528	4	120226443	11133
526	2	80150398	7425
528	2	40079235	3714
526	2	120226564	11136
528	2	200373269	18560
526	2	40077487	3718
528	2	120226858	11144
526	2	40073558	3714
528	2	120225470	11136
526	2	40080389	3713
524	2	40064040	3714
526	2	120231919	11141
524	2	40076492	3716
530	6	40073596	3714
526	4	40069712	3716
528	2	40082722	3714
524	4	80151002	7427
526	2	40067104	3714
528	2	80149428	7427
526	2	40084849	3712
528	2	40073128	3711
524	4	120226725	11136
526	2	40065291	3714
528	2	120231854	11142
526	2	40074544	3716
528	2	40076806	3714
526	2	40072067	3713
524	2	40075563	3711
526	2	200378521	18565
524	2	40072962	3713
526	2	80149428	7421
524	2	40072417	3713
526	2	80157959	7426
528	2	40072264	3712
526	2	40070726	3710
528	2	40080913	3713
526	2	80155306	7431
528	2	40066498	3724
530	2	40076948	3718
528	2	160306924	14853
526	2	80149767	7425
528	2	40076431	3716
530	2	40078858	3713
528	2	40070400	3713
530	2	40071298	3717
528	2	40083460	3714
533	5	40066442	3711
532	1	40076892	3714
530	2	40072878	3713
535	5	40075321	3714
533	2	40081921	3712
530	3	80152441	7430
528	2	80144278	7429
544	16	40069106	3714
528	16	40086823	3712
530	2	120215502	11144
528	2	40076010	3715
530	2	40082485	3714
532	2	80150606	7426
533	1	40070148	3709
532	1	40078735	3714
535	3	120223860	11138
532	3	80158850	7430
535	3	40063404	3715
530	5	200381772	18568
532	2	40076612	3712
533	1	40070087	3713
535	2	40076167	3713
533	2	40080487	3716
530	3	40075066	3714
532	2	40074473	3711
530	2	40067796	3709
532	2	40084829	3711
530	2	40067867	3711
532	2	160301138	14852
535	3	40082251	3712
532	3	40073724	3713
530	2	120228284	11144
532	2	40068607	3710
535	3	40083020	3712
532	3	40065185	3714
535	3	40078555	3713
532	3	40071183	3712
530	2	120227083	11136
528	2	40072321	3710
530	2	120235915	11133
532	2	40070706	3713
528	4	80147325	7425
532	4	80154363	7426
533	1	40079374	3715
535	2	120224145	11136
532	3	40075105	3711
535	3	120219677	11136
539	4	40076214	3711
535	4	80158830	7425
537	2	40067923	3712
533	4	40083131	3713
537	4	40062461	3713
535	2	40087455	3717
541	6	40070820	3712
537	4	80145449	7420
535	2	40085720	3715
537	2	40070843	3712
533	4	40073016	3713
537	4	40077585	3715
535	2	40076937	3711
537	2	80145771	7422
535	2	40077894	3712
537	2	80150367	7420
532	5	40073651	3712
533	1	40070054	3710
530	3	40081898	3713
532	2	40075149	3713
535	3	40071759	3713
539	4	40080481	3713
535	4	40071577	3711
537	2	40069531	3712
535	2	40083786	3713
532	3	40073225	3711
537	5	40075062	3713
535	2	40073241	3712
532	3	40080321	3712
535	3	40067127	3712
533	2	40081860	3714
535	2	160299584	14861
537	2	40074366	3719
535	2	40078995	3712
537	2	40073081	3713
535	2	80147727	7426
532	3	80148998	7426
530	2	40084145	3715
535	5	40071224	3712
532	3	40070763	3711
541	9	40078780	3713
535	6	80145547	7428
530	5	40079329	3715
532	2	40078423	3713
533	1	40071056	3711
532	1	80153386	7422
537	5	40073658	3712
535	2	40074317	3716
537	2	40073529	3715
532	5	80149523	7432
533	1	40086003	3713
537	4	40064405	3710
535	2	160305020	14847
537	2	40075604	3713
533	4	40077247	3712
532	1	80145143	7428
533	1	40081165	3716
528	5	40073979	3713
526	2	40079117	3713
530	4	120222241	11139
526	4	40076145	3714
528	2	80151596	7426
530	2	40068980	3710
526	4	40076366	3716
535	9	40074493	3715
526	9	40075316	3717
528	2	40069850	3719
526	2	40088942	3719
528	2	200364890	18569
530	2	40076741	3712
533	3	40077652	3714
530	3	40078163	3713
528	2	120221639	11141
526	2	40083447	3714
528	2	40061917	3710
530	2	80156762	7425
537	7	40076084	3715
532	5	40075919	3712
530	2	40077158	3712
528	2	80153269	7424
526	2	80144033	7422
528	2	80153436	7431
530	2	80153719	7429
528	2	120216130	11155
526	2	40080735	3715
524	2	80154533	7423
528	4	120218390	11141
530	2	40081755	3717
528	2	40064737	3711
530	2	120236503	11143
528	2	80146860	7428
533	5	40072061	3713
526	7	80145885	7424
528	2	40085182	3713
532	4	40066138	3713
530	2	120229390	11141
526	4	80153316	7428
528	2	120223605	11142
530	2	80153193	7422
533	3	40077941	3714
530	3	40070770	3711
528	2	40078983	3715
526	2	120215853	11141
528	2	40084736	3714
530	2	120223954	11141
526	4	40075817	3715
528	2	40076437	3711
526	2	40072127	3711
528	2	80156438	7425
530	2	40063433	3712
528	2	80160468	7428
530	2	40077284	3716
528	2	360673445	33411
526	2	40073335	3710
530	4	80154543	7420
528	2	160293391	14852
526	2	80159300	7429
528	2	120217064	11143
530	2	40083432	3722
533	3	80148932	7436
530	3	40067644	3713
528	2	200384573	18559
530	2	40057263	3711
535	5	40090089	3715
533	2	40067614	3711
530	3	40087595	3713
528	2	120215267	11136
526	2	80155915	7422
528	2	120229806	11142
530	2	200366548	18562
528	2	80156402	7430
526	2	160301045	14855
528	2	200375548	18564
526	2	40076068	3711
528	2	80152527	7424
526	2	80144531	7429
530	4	80150264	7425
528	2	160298981	14842
526	2	40077944	3713
