#acc_value	delta_value	duration_ns	duration_samples
14099099394489	42369	40085903	3712
14099099436914	42425	40072766	3712
14099099479320	42406	40073197	3711
14099099521767	42447	40075483	3713
14099099564172	42405	40076269	3714
14099099606589	42417	40068964	3711
14099099649013	42424	40084327	3714
14099099691425	42412	40065683	3714
14099099733801	42376	40079493	3715
14099099776193	42392	40072620	3713
14099099818533	42340	40075685	3712
14099099860920	42387	40074717	3711
14099099903233	42313	40083966	3720
14099099945628	42395	40067769	3715
14099099987992	42364	40073501	3712
14099100030477	42485	40076940	3709
14099100072820	42343	40072638	3709
14099100115291	42471	40080516	3715
14099100157638	42347	40080122	3715
14099100200111	42473	40071019	3711
14099100242541	42430	40070425	3714
14099100284974	42433	40070976	3712
14099100327367	42393	40081678	3714
14099100369805	42438	40075032	3719
14099100412113	42308	40077142	3716
14099100454486	42373	40071689	3711
14099100496804	42318	40077473	3717
14099100539182	42378	40074491	3710
14099100581499	42317	40081074	3713
14099100623919	42420	40066020	3711
14099100666292	42373	40081294	3714
14099100708702	42410	40075636	3718
14099100751102	42400	40081184	3716
14099100793502	42400	40065025	3713
14099100835930	42428	40082780	3714
14099100878219	42289	40070198	3710
14099100920425	42206	40075669	3711
14099100962708	42283	40069423	3714
14099101004959	42251	40086354	3713
14099101047208	42249	40071679	3710
14099101089580	42372	40079726	3716
14099101131924	42344	40062269	3715
14099101174237	42313	40088016	3713
14099101216562	42325	40063011	3711
14099101258976	42414	40087102	3713
14099101301361	42385	40068015	3712
14099101343737	42376	40076556	3712
14099101386140	42403	40067708	3712
14099101428468	42328	40088752	3714
14099101470797	42329	40069043	3715
14099101513037	42240	40076963	3713
14099101555348	42311	40071408	3713
14099101597707	42359	40074831	3718
14099101640019	42312	40071353	3712
14099101682390	42371	40078630	3712
14099101724770	42380	40075737	3711
14099101767212	42442	40073430	3711
14099101809668	42456	40077931	3713
14099101852142	42474	40078649	3715
14099101894544	42402	40075716	3712
14099101936908	42364	40072109	3713
14099101979327	42419	40076282	3712
14099102021668	42341	40075475	3713
14099102064039	42371	40069142	3711
14099102106398	42359	40083798	3712
14099102148719	42321	40073866	3711
14099102191014	42295	40073507	3713
14099102233358	42344	40076784	3716
14099102275658	42300	40079308	3713
14099102318013	42355	40062697	3713
14099102360442	42429	40083602	3716
14099102402805	42363	40074034	3715
14099102445151	42346	40073513	3711
14099102487563	42412	40071308	3713
14099102529962	42399	40087627	3715
14099102572373	42411	40063789	3711
14099102614774	42401	40081446	3715
14099102657155	42381	40075180	3712
14099102699673	42518	40080860	3712
14099102742158	42485	40066500	3712
14099102784554	42396	40079157	3712
14099102826874	42320	40066849	3710
14099102869138	42264	40082135	3717
14099102911354	42216	40074931	3717
14099102953593	42239	40076194	3715
14099102995794	42201	40071470	3714
14099103038015	42221	40076142	3711
14099103080205	42190	40081460	3714
14099103122427	42222	40075815	3714
14099103164673	42246	40065663	3712
14099103206959	42286	40082861	3713
14099103249250	42291	40074360	3712
14099103291547	42297	40079464	3715
14099103333839	42292	40062792	3714
14099103376156	42317	40086389	3714
14099103418529	42373	40062392	3712
14099103460868	42339	40082679	3714
14099103503261	42393	40076171	3709
14099103545563	42302	40075391	3713
14099103587846	42283	40070753	3713
14099103630070	42224	40077778	3715
14099103672311	42241	40076923	3712
14099103714536	42225	40072093	3714
14099103756800	42264	40074763	3716
14099103799114	42314	40074796	3711
14099103841410	42296	40075544	3713
14099103883735	42325	40076179	3713
14099103926089	42354	40079352	3709
14099103968413	42324	40076962	3713
14099104010801	42388	40074907	3714
14099104053164	42363	40072704	3713
14099104095473	42309	40076786	3714
14099104137790	42317	40078988	3711
14099104180110	42320	40063050	3714
14099104222394	42284	40086723	3717
14099104264762	42368	40068956	3714
14099104307055	42293	40073316	3712
14099104349351	42296	40079532	3711
14099104391662	42311	40078667	3715
14099104433994	42332	40070874	3712
14099104476273	42279	40076288	3713
14099104518660	42387	40076622	3713
14099104560989	42329	40079151	3712
14099104603293	42304	40069421	3713
14099104645636	42343	40074007	3711
14099104687959	42323	40076515	3714
14099104730322	42363	40072442	3711
14099104772637	42315	40080281	3713
14099104814949	42312	40071086	3714
14099104857171	42222	40071113	3712
14099104899427	42256	40082700	3715
14099104941655	42228	40072312	3714
14099104983877	42222	40073950	3710
14099105026136	42259	40075856	3713
14099105068377	42241	40078650	3715
14099105110609	42232	40065665	3714
14099105152828	42219	40083612	3711
14099105195111	42283	40074274	3715
14099105237406	42295	40082183	3717
14099105279760	42354	40067720	3710
14099105322059	42299	40077290	3711
14099105364407	42348	40076854	3713
14099105406710	42303	40077335	3715
14099105449073	42363	40071997	3711
14099105491324	42251	40076779	3715
14099105533600	42276	40065190	3711
14099105575822	42222	40086702	3715
14099105618085	42263	40069035	3716
14099105660297	42212	40077850	3713
14099105702551	42254	40076634	3711
14099105744745	42194	40076897	3711
14099105786997	42252	40066419	3711
14099105829193	42196	40081771	3714
14099105871453	42260	40076530	3715
14099105913899	42446	40076138	3713
14099105956550	42651	40067977	3712
14099105998847	42297	40080105	3715
14099106041319	42472	40075485	3713
14099106083652	42333	40074378	3713
14099106126075	42423	40072755	3713
14099106168468	42393	40076618	3716
14099106210950	42482	40072027	3713
14099106253406	42456	40080624	3711
14099106295882	42476	40069374	3711
14099106338309	42427	40075925	3714
14099106380717	42408	40072665	3712
14099106423104	42387	40079157	3715
14099106465453	42349	40077364	3716
14099106507741	42288	40077216	3715
14099106549996	42255	40067841	3711
14099106592233	42237	40086934	3713
14099106634498	42265	40067029	3710
14099106676820	42322	40079686	3712
14099106719203	42383	40072773	3712
14099106761489	42286	40075667	3715
14099106803829	42340	40075493	3715
14099106846237	42408	40078932	3714
14099106888584	42347	40063945	3710
14099106931016	42432	40087083	3715
14099106973347	42331	40066360	3712
14099107015615	42268	40084896	3714
14099107057839	42224	40068501	3713
14099107100099	42260	40075563	3713
14099107142316	42217	40075771	3711
14099107184579	42263	40080647	3717
14099107226828	42249	40064474	3718
14099107269164	42336	40079403	3716
14099107311529	42365	40073988	3716
14099107353831	42302	40080018	3718
14099107396193	42362	40075286	3715
14099107438610	42417	40071876	3711
14099107480982	42372	40080091	3713
14099107523409	42427	40071882	3712
14099107565820	42411	40076393	3710
14099107608198	42378	40077208	3712
14099107650532	42334	40067826	3711
14099107692996	42464	40076452	3713
14099107735424	42428	40081057	3713
14099107777823	42399	40078193	3693
14099107820176	42353	40062855	3712
14099107862404	42228	40082205	3712
14099107904695	42291	40071060	3712
14099107947028	42333	40082337	3715
14099107989335	42307	40073624	3713
14099108031720	42385	40077464	3714
14099108074036	42316	40073235	3713
14099108116434	42398	40074042	3713
14099108158768	42334	40073427	3713
14099108200984	42216	40074689	3713
14099108243207	42223	40071518	3710
14099108285383	42176	40082475	3713
14099108327623	42240	40073226	3713
14099108369870	42247	40077868	3713
14099108412118	42248	40067793	3714
14099108454332	42214	40076889	3711
14099108496568	42236	40075816	3714
14099108538823	42255	40082076	3713
14099108581091	42268	40067591	3714
14099108623333	42242	40080826	3715
14099108665565	42232	40073354	3714
14099108707843	42278	40074181	3711
14099108750111	42268	40071257	3713
14099108792292	42181	40082811	3712
14099108834481	42189	40072214	3709
14099108876625	42144	40074673	3709
14099108918806	42181	40080220	3710
14099108960987	42181	40070665	3711
14099109003184	42197	40076266	3713
14099109045370	42186	40072263	3714
14099109087629	42259	40085432	3714
14099109130004	42375	40065463	3715
14099109172561	42557	40074686	3715
14099109214935	42374	40074880	3712
14099109257251	42316	40079032	3711
14099109299571	42320	40081052	3715
14099109341864	42293	40069350	3709
14099109384128	42264	40071332	3711
14099109426440	42312	40075380	3714
14099109468725	42285	40081395	3714
14099109511022	42297	40075196	3715
14099109553315	42293	40074798	3712
14099109595625	42310	40074874	3714
14099109637896	42271	40070218	3711
14099109680202	42306	40081604	3712
14099109722475	42273	40070668	3712
14099109764753	42278	40074948	3714
14099109807027	42274	40077804	3715
14099109849384	42357	40075649	3713
14099109891642	42258	40072114	3713
14099109933909	42267	40073925	3712
14099109976223	42314	40076316	3715
14099110018525	42302	40078913	3712
14099110060876	42351	40076493	3719
14099110103198	42322	40076155	3719
14099110145560	42362	40067788	3713
14099110187978	42418	40072486	3713
14099110230316	42338	40083827	3714
14099110272665	42349	40071405	3712
14099110314968	42303	40079483	3715
14099110357261	42293	40075790	3713
14099110399542	42281	40074603	3710
14099110441865	42323	40073302	3711
14099110484136	42271	40075319	3711
14099110526474	42338	40070650	3715
14099110568811	42337	40076233	3715
14099110611132	42321	40071804	3714
14099110653412	42280	40081083	3715
14099110695710	42298	40072208	3712
14099110737955	42245	40081153	3716
14099110780710	42755	40067712	3712
14099110823452	42742	40082432	3714
14099110866289	42837	40072160	3713
14099110908990	42701	40080712	3712
14099110951832	42842	40074139	3710
14099110994571	42739	40076775	3712
14099111037335	42764	40066095	3711
14099111080056	42721	40083264	3715
14099111122880	42824	40070212	3713
14099111165690	42810	40087452	3714
14099111208546	42856	40058910	3715
14099111251388	42842	40087340	3718
14099111294248	42860	40074964	3716
14099111337111	42863	40069925	3715
14099111379921	42810	40074714	3714
14099111422714	42793	40080139	3715
14099111465550	42836	40063705	3711
14099111508346	42796	40086903	3712
14099111551146	42800	40064868	3713
14099111593907	42761	40079796	3721
14099111636645	42738	40078725	3715
14099111679412	42767	40079142	3717
14099111721747	42335	40071240	3713
14099111764014	42267	40071987	3713
14099111806261	42247	40072675	3712
14099111848487	42226	40079911	3712
14099111890740	42253	40068763	3711
14099111932949	42209	40078151	3717
14099111975119	42170	40078840	3715
14099112017442	42323	40073637	3710
14099112059727	42285	40071909	3708
14099112101926	42199	40084944	3713
14099112144154	42228	40068186	3713
14099112186377	42223	40076792	3712
14099112228607	42230	40072662	3711
14099112270844	42237	40083215	3717
14099112313137	42293	40063539	3713
14099112355388	42251	40080092	3712
14099112397746	42358	40076896	3714
14099112440063	42317	40080257	3714
14099112482346	42283	40071561	3713
14099112524556	42210	40070208	3711
14099112566768	42212	40070790	3711
14099112608992	42224	40079919	3715
14099112651230	42238	40080613	3713
14099112693517	42287	40070637	3712
14099112735772	42255	40070849	3710
14099112778098	42326	40087977	3715
14099112820395	42297	40072373	3709
14099112862696	42301	40078096	3716
14099112904900	42204	40071599	3714
14099112947062	42162	40076581	3712
14099112989215	42153	40068636	3714
14099113031388	42173	40079600	3713
14099113073536	42148	40070472	3712
14099113115710	42174	40075905	3712
14099113157861	42151	40073556	3719
14099113199990	42129	40079903	3717
14099113242167	42177	40068603	3712
14099113284324	42157	40077724	3711
14099113326471	42147	40076676	3713
14099113368646	42175	40077818	3711
14099113410806	42160	40068273	3711
14099113452987	42181	40083918	3715
14099113495248	42261	40075571	3715
14099113537432	42184	40068906	3714
14099113579633	42201	40078202	3714
14099113621837	42204	40075405	3712
14099113664025	42188	40079610	3713
14099113706242	42217	40067919	3714
14099113748442	42200	40071828	3713
14099113790639	42197	40087785	3718
14099113832844	42205	40070052	3713
14099113874994	42150	40076968	3715
14099113917194	42200	40073126	3716
14099113959397	42203	40074782	3712
14099114001605	42208	40079365	3714
14099114043931	42326	40071877	3715
14099114086254	42323	40069273	3710
14099114128557	42303	40085118	3715
14099114170795	42238	40066681	3715
14099114213006	42211	40078183	3716
14099114255246	42240	40070059	3712
14099114297459	42213	40080880	3713
14099114339672	42213	40074147	3711
14099114381846	42174	40075896	3714
14099114424002	42156	40078239	3715
14099114466110	42108	40073827	3715
14099114508227	42117	40079206	3713
14099114550340	42113	40077343	3711
14099114592422	42082	40070048	3708
14099114634550	42128	40079076	3713
14099114676656	42106	40067385	3713
14099114718796	42140	40083183	3714
14099114760901	42105	40070929	3711
14099114803020	42119	40072296	3712
14099114845076	42056	40073938	3712
14099114887232	42156	40078358	3712
14099114929395	42163	40074441	3715
14099114971575	42180	40076645	3711
14099115013722	42147	40075113	3714
14099115055864	42142	40074387	3712
14099115098006	42142	40077847	3712
14099115140176	42170	40073978	3712
14099115182269	42093	40078014	3712
14099115224423	42154	40074507	3714
14099115266594	42171	40071343	3713
14099115308806	42212	40075700	3712
14099115351101	42295	40070657	3710
14099115393460	42359	40078548	3712
14099115435789	42329	40080907	3712
14099115478110	42321	40075327	3714
14099115520362	42252	40064881	3716
14099115562662	42300	40088756	3711
14099115604939	42277	40065917	3712
14099115647196	42257	40081046	3714
14099115689428	42232	40066587	3712
14099115731732	42304	40087233	3716
14099115774041	42309	40071142	3712
14099115816332	42291	40071948	3713
14099115858621	42289	40072691	3712
14099115900895	42274	40082307	3714
14099115943194	42299	40065883	3712
14099115985513	42319	40083176	3711
14099116027739	42226	40066259	3710
14099116069956	42217	40088125	3716
14099116112142	42186	40068916	3709
14099116154444	42302	40081038	3716
14099116196651	42207	40065304	3710
14099116238948	42297	40085856	3715
14099116281156	42208	40067995	3713
14099116323406	42250	40075825	3715
14099116365655	42249	40071836	3712
14099116407899	42244	40085082	3713
14099116450107	42208	40069486	3711
14099116492923	42816	40074372	3713
14099116535189	42266	40074884	3714
14099116577468	42279	40082094	3712
14099116619798	42330	40066101	3712
14099116662061	42263	40082710	3714
14099116704325	42264	40067056	3712
14099116746591	42266	40080938	3712
14099116788853	42262	40077050	3714
14099116831133	42280	40071962	3710
14099116873447	42314	40073216	3714
14099116915753	42306	40074888	3712
14099116957950	42197	40072225	3709
14099117000241	42291	40081001	3714
14099117042522	42281	40074368	3713
14099117084798	42276	40072925	3712
14099117127019	42221	40077436	3713
14099117169279	42260	40081117	3715
14099117211550	42271	40068661	3712
14099117253886	42336	40076296	3716
14099117296179	42293	40071944	3717
14099117338474	42295	40080862	3712
14099117380811	42337	40070089	3715
14099117423142	42331	40078158	3716
14099117465407	42265	40071751	3712
14099117507707	42300	40081409	3715
14099117549974	42267	40074352	3716
14099117592284	42310	40074720	3713
14099117634589	42305	40077706	3711
14099117676932	42343	40076952	3713
14099117719230	42298	40067892	3715
14099117761502	42272	40080432	3711
14099117803786	42284	40068851	3711
14099117846106	42320	40084634	3713
14099117888435	42329	40066095	3712
14099117930784	42349	40076858	3715
14099117973109	42325	40075390	3712
14099118015423	42314	40076399	3717
14099118057769	42346	40074993	3711
14099118100062	42293	40073306	3712
14099118142363	42301	40079909	3713
14099118184638	42275	40070833	3712
14099118226925	42287	40077281	3718
14099118269209	42284	40081377	3716
14099118311485	42276	40069937	3714
14099118353780	42295	40076409	3715
14099118396042	42262	40074241	3713
14099118438266	42224	40080029	3712
14099118480417	42151	40066538	3713
14099118522636	42219	40075269	3713
14099118564778	42142	40074063	3713
14099118606924	42146	40084733	3714
14099118649079	42155	40063617	3715
14099118691241	42162	40081182	3714
14099118733398	42157	40074903	3713
14099118775618	42220	40081988	3714
14099118817792	42174	40069175	3717
14099118860083	42291	40073545	3718
14099118902331	42248	40071307	3713
14099118944593	42262	40087271	3716
14099118986856	42263	40064654	3713
14099119029085	42229	40077400	3715
14099119071313	42228	40082313	3712
14099119113589	42276	40072323	3714
14099119155873	42284	40075720	3714
14099119198120	42247	40077696	3715
14099119240397	42277	40068273	3711
14099119282659	42262	40081081	3712
14099119324921	42262	40067813	3713
14099119367189	42268	40081950	3714
14099119409419	42230	40073505	3714
14099119451619	42200	40072745	3714
14099119493885	42266	40072476	3714
14099119536160	42275	40083719	3715
14099119578495	42335	40071720	3710
14099119620806	42311	40080060	3711
14099119663113	42307	40062622	3712
14099119705388	42275	40079103	3713
14099119747687	42299	40074743	3712
14099119789941	42254	40084995	3719
14099119832197	42256	40065765	3717
14099119874489	42292	40077610	3714
14099119916769	42280	40080009	3716
14099119959052	42283	40081096	3714
14099120001295	42243	40063539	3712
14099120043570	42275	40078637	3714
14099120085815	42245	40067480	3711
14099120128048	42233	40080685	3716
14099120170335	42287	40071883	3714
14099120212893	42558	40080056	3715
14099120255659	42766	40076694	3711
14099120298405	42746	40070837	3715
14099120341147	42742	40080788	3716
14099120383862	42715	40078677	3716
14099120426504	42642	40070999	3716
14099120469232	42728	40075585	3714
14099120511966	42734	40070548	3713
14099120554666	42700	40086813	3711
14099120597324	42658	40068790	3715
14099120640001	42677	40075435	3713
14099120682703	42702	40075120	3711
14099120725432	42729	40075146	3712
14099120768125	42693	40071635	3711
14099120810822	42697	40079853	3716
14099120853528	42706	40066751	3710
14099120896225	42697	40082310	3717
14099120938897	42672	40073209	3719
14099120981624	42727	40080683	3713
14099121024347	42723	40064937	3711
14099121067082	42735	40082938	3714
14099121109726	42644	40074229	3714
14099121152475	42749	40073863	3714
14099121195176	42701	40076975	3714
14099121237930	42754	40077650	3715
14099121280616	42686	40074546	3714
14099121323375	42759	40074235	3712
14099121366059	42684	40066847	3711
14099121408811	42752	40079661	3712
14099121451476	42665	40079060	3711
14099121494196	42720	40075852	3714
14099121536862	42666	40070360	3713
14099121579648	42786	40076941	3714
14099121622327	42679	40075032	3714
14099121665107	42780	40075329	3718
14099121707812	42705	40073886	3718
14099121750551	42739	40073030	3721
14099121793247	42696	40080554	3713
14099121835977	42730	40076663	3715
14099121878605	42628	40069318	3712
14099121921305	42700	40084584	3715
14099121963958	42653	40070082	3712
14099122006592	42634	40080227	3712
14099122049273	42681	40069505	3716
14099122091994	42721	40071372	3712
14099122134699	42705	40077355	3711
14099122177391	42692	40081290	3714
14099122220124	42733	40065247	3712
14099122262806	42682	40084290	3715
14099122305523	42717	40070374	3716
14099122348205	42682	40081473	3718
14099122390887	42682	40072826	3714
14099122433572	42685	40071944	3713
14099122476244	42672	40072660	3712
14099122518919	42675	40079469	3714
14099122561609	42690	40068546	3712
14099122604231	42622	40085860	3715
14099122646890	42659	40066413	3712
14099122689559	42669	40077417	3716
14099122732224	42665	40079634	3714
14099122774886	42662	40075558	3715
14099122817458	42572	40075127	3712
14099122860129	42671	40074656	3711
14099122902774	42645	40067235	3710
14099122945470	42696	40082429	3710
14099122988185	42715	40076040	3714
14099123030920	42735	40074714	3711
14099123073631	42711	40070212	3711
14099123116293	42662	40076061	3713
14099123158980	42687	40076119	3715
14099123201724	42744	40076325	3711
14099123244439	42715	40076427	3713
14099123287191	42752	40075405	3710
14099123329870	42679	40071276	3714
14099123372604	42734	40084929	3714
14099123415252	42648	40071266	3709
14099123457935	42683	40077165	3712
14099123500607	42672	40069769	3710
14099123543256	42649	40075242	3711
14099123585926	42670	40075331	3713
14099123628655	42729	40076563	3714
14099123671329	42674	40074692	3714
14099123714010	42681	40074120	3711
14099123756660	42650	40078586	3714
14099123799364	42704	40069491	3714
14099123842125	42761	40075641	3712
14099123884805	42680	40082294	3712
14099123927510	42705	40066818	3711
14099123970247	42737	40083385	3713
14099124012897	42650	40069796	3713
14099124055593	42696	40074691	3713
14099124098502	42909	40080130	3713
14099124141285	42783	40070917	3712
14099124184052	42767	40078364	3712
14099124226802	42750	40073067	3711
14099124269592	42790	40077419	3712
14099124312452	42860	40076067	3716
14099124355198	42746	40076226	3712
14099124397997	42799	40070825	3709
14099124440750	42753	40078478	3712
14099124482971	42221	40072870	3711
14099124525220	42249	40069616	3710
14099124567536	42316	40086605	3717
14099124609776	42240	40069048	3714
14099124652002	42226	40083374	3715
14099124694284	42282	40069663	3714
14099124736602	42318	40076567	3715
14099124778795	42193	40071005	3714
14099124821005	42210	40081708	3712
14099124863197	42192	40070630	3713
14099124905373	42176	40073835	3715
14099124947528	42155	40074028	3713
14099124989691	42163	40079857	3713
14099125031894	42203	40075737	3710
14099125074120	42226	40071239	3712
14099125116283	42163	40070312	3712
14099125158452	42169	40083028	3712
14099125200594	42142	40077317	3712
14099125242730	42136	40077874	3706
14099125284881	42151	40067168	3707
14099125326979	42098	40080918	3710
14099125369133	42154	40074070	3710
14099125411275	42142	40070968	3712
14099125453397	42122	40080495	3715
14099125495562	42165	40071159	3712
14099125537713	42151	40069603	3708
14099125579881	42168	40087543	3713
14099125622035	42154	40069119	3713
14099125664239	42204	40085788	3712
14099125706401	42162	40058731	3705
14099125748593	42192	40080960	3712
14099125790709	42116	40076212	3714
14099125832887	42178	40079929	3714
14099125875120	42233	40067056	3717
14099125917362	42242	40076186	3713
14099125959569	42207	40073154	3711
14099126001764	42195	40082688	3714
14099126043918	42154	40075339	3712
14099126086178	42260	40074243	3715
14099126128359	42181	40066109	3711
14099126170616	42257	40085395	3717
14099126212834	42218	40068706	3713
14099126255093	42259	40083663	3718
14099126297352	42259	40072186	3716
14099126339647	42295	40077121	3713
14099126381868	42221	40068200	3712
14099126424180	42312	40079501	3715
14099126466427	42247	40071028	3710
14099126508699	42272	40078599	3711
14099126550871	42172	40070938	3712
14099126593109	42238	40082011	3711
14099126635318	42209	40072731	3712
14099126677547	42229	40078253	3715
14099126719781	42234	40066828	3715
14099126762060	42279	40078141	3712
14099126804243	42183	40080358	3717
14099126846510	42267	40079076	3715
14099126888662	42152	40071311	3716
14099126930873	42211	40077070	3714
14099126973093	42220	40069222	3712
14099127015346	42253	40074981	3715
14099127057726	42380	40078159	3712
14099127100400	42674	40072784	3713
14099127142704	42304	40076101	3714
14099127185084	42380	40075409	3713
14099127227403	42319	40072070	3714
14099127269807	42404	40084953	3714
14099127312155	42348	40064912	3710
14099127354493	42338	40082399	3713
14099127396801	42308	40073269	3714
14099127439043	42242	40071770	3714
14099127481253	42210	40075128	3716
14099127523488	42235	40084034	3715
14099127565684	42196	40070269	3714
14099127607834	42150	40072970	3714
14099127650037	42203	40071272	3713
14099127692286	42249	40084829	3713
14099127734471	42185	40074628	3714
14099127776676	42205	40070640	3713
14099127818941	42265	40073851	3713
14099127861189	42248	40082867	3717
14099127903373	42184	40071238	3710
14099127945549	42176	40079520	3713
14099127987739	42190	40073294	3712
14099128029946	42207	40068488	3713
14099128072212	42266	40076147	3712
14099128114429	42217	40086337	3715
14099128156646	42217	40066017	3712
14099128198901	42255	40078383	3714
14099128241121	42220	40069628	3714
14099128283346	42225	40074923	3717
14099128325593	42247	40077819	3718
14099128367859	42266	40072048	3714
14099128410099	42240	40080886	3717
14099128452494	42395	40080013	3715
14099128494816	42322	40068321	3710
14099128537166	42350	40076066	3712
14099128579468	42302	40076969	3712
14099128621791	42323	40074146	3714
14099128664066	42275	40074696	3714
14099128706295	42229	40076788	3716
14099128748535	42240	40069878	3716
14099128790775	42240	40082697	3717
14099128833006	42231	40066503	3714
14099128875248	42242	40086334	3715
14099128917507	42259	40071863	3711
14099128959680	42173	40074384	3694
14099129001902	42222	40068725	3710
14099129044135	42233	40084882	3713
14099129086349	42214	40064243	3711
14099129128551	42202	40078579	3714
14099129170682	42131	40080073	3716
14099129212834	42152	40070863	3711
14099129254961	42127	40074310	3715
14099129297125	42164	40080739	3714
14099129339278	42153	40069608	3713
14099129381420	42142	40080460	3713
14099129423549	42129	40072138	3712
14099129465677	42128	40077102	3711
14099129507739	42062	40067544	3713
14099129549868	42129	40080621	3713
14099129591977	42109	40072338	3713
14099129634100	42123	40076763	3713
14099129676241	42141	40079136	3715
14099129718411	42170	40070483	3716
14099129760557	42146	40072115	3711
14099129802789	42232	40079463	3715
14099129844997	42208	40078196	3712
14099129887173	42176	40070769	3711
14099129929340	42167	40071847	3710
14099129971485	42145	40088282	3713
14099130013615	42130	40068390	3708
14099130055735	42120	40084184	3713
14099130097835	42100	40061681	3711
14099130140034	42199	40087208	3712
14099130182205	42171	40066802	3712
14099130224305	42100	40080885	3713
14099130266394	42089	40072462	3713
14099130308497	42103	40074009	3713
14099130350596	42099	40078378	3716
14099130392741	42145	40074263	3713
14099130434919	42178	40067431	3712
14099130477077	42158	40079256	3712
14099130519233	42156	40072595	3712
14099130561375	42142	40084317	3714
14099130603506	42131	40074330	3711
14099130645643	42137	40068954	3712
14099130687732	42089	40074671	3711
14099130729805	42073	40078210	3712
14099130771906	42101	40074194	3713
14099130814017	42111	40074927	3712
14099130856158	42141	40075765	3713
14099130898355	42197	40082440	3714
14099130940509	42154	40072653	3711
14099130982651	42142	40075823	3719
14099131024755	42104	40072935	3722
14099131066949	42194	40073210	3714
14099131109098	42149	40072982	3711
14099131151348	42250	40085285	3716
14099131193481	42133	40064056	3716
14099131235647	42166	40081728	3714
14099131277785	42138	40071516	3715
14099131319922	42137	40074687	3715
14099131362036	42114	40077569	3713
14099131404165	42129	40071886	3715
14099131446270	42105	40073187	3714
14099131488444	42174	40079583	3721
14099131530540	42096	40078118	3716
14099131572698	42158	40076634	3718
14099131614819	42121	40067403	3710
14099131656994	42175	40078802	3713
14099131699110	42116	40078229	3712
14099131741302	42192	40076501	3712
14099131783410	42108	40075050	3707
14099131825538	42128	40072890	3709
14099131867617	42079	40074296	3711
14099131909784	42167	40079567	3712
14099131951903	42119	40069046	3711
14099131994106	42203	40076489	3713
14099132036247	42141	40078101	3715
14099132078448	42201	40075789	3716
14099132120561	42113	40069723	3714
14099132162740	42179	40082635	3711
14099132204822	42082	40066204	3712
14099132247008	42186	40084327	3715
14099132289256	42248	40063650	3711
14099132331448	42192	40086020	3717
14099132373618	42170	40068552	3715
14099132415807	42189	40077741	3719
14099132458006	42199	40075125	3714
14099132500200	42194	40080522	3718
14099132542330	42130	40071618	3716
14099132584536	42206	40075142	3713
14099132626671	42135	40075175	3711
14099132668832	42161	40070676	3716
14099132710944	42112	40079904	3715
14099132753139	42195	40077778	3710
14099132795344	42205	40067222	3712
14099132837576	42232	40082864	3711
14099132879757	42181	40070204	3712
14099132921949	42192	40082030	3711
14099132964158	42209	40071284	3711
14099133006284	42126	40075326	3712
14099133048468	42184	40067485	3711
14099133090669	42201	40083940	3713
14099133132793	42124	40076160	3721
14099133174917	42124	40076743	3717
14099133216982	42065	40065581	3709
14099133259114	42132	40077538	3714
14099133301270	42156	40071101	3713
14099133343440	42170	40082401	3714
14099133385539	42099	40068786	3712
14099133427655	42116	40083540	3713
14099133469780	42125	40073702	3713
14099133511897	42117	40081024	3714
14099133553983	42086	40066043	3714
14099133596061	42078	40077753	3713
14099133638148	42087	40072042	3713
14099133680286	42138	40077093	3716
14099133722404	42118	40079957	3714
14099133764522	42118	40074496	3714
14099133806690	42168	40069477	3712
14099133848874	42184	40086091	3713
14099133891048	42174	40069144	3712
14099133933226	42178	40074327	3710
14099133975417	42191	40078542	3714
14099134017598	42181	40076323	3715
14099134059766	42168	40068737	3713
14099134101910	42144	40077372	3713
14099134144022	42112	40073869	3713
14099134186169	42147	40073036	3715
14099134228272	42103	40075729	3712
14099134270449	42177	40083044	3715
14099134312581	42132	40067152	3714
14099134354728	42147	40082791	3717
14099134396873	42145	40069341	3717
14099134439034	42161	40082572	3717
14099134481205	42171	40069462	3713
14099134523387	42182	40076450	3714
14099134565525	42138	40074130	3713
14099134607656	42131	40073446	3713
14099134649809	42153	40071458	3712
14099134691938	42129	40084208	3713
14099134734058	42120	40071353	3712
14099134776196	42138	40074641	3711
14099134818307	42111	40080083	3714
14099134860443	42136	40071689	3712
14099134902590	42147	40074069	3710
14099134944706	42116	40077271	3712
14099134986829	42123	40073532	3711
14099135028969	42140	40075446	3715
14099135071105	42136	40070487	3712
14099135113255	42150	40084204	3713
14099135155417	42162	40067820	3712
14099135197592	42175	40081626	3713
14099135239819	42227	40068243	3711
14099135282026	42207	40079448	3715
14099135324209	42183	40071876	3712
14099135366395	42186	40077968	3716
14099135408581	42186	40078368	3714
14099135450767	42186	40077755	3713
14099135492984	42217	40073126	3711
14099135535186	42202	40069335	3712
14099135577437	42251	40077827	3714
14099135619629	42192	40072492	3713
14099135661831	42202	40072833	3715
14099135704062	42231	40085914	3713
14099135746284	42222	40068705	3710
14099135788489	42205	40077335	3710
14099135830689	42200	40070968	3712
14099135872859	42170	40086022	3711
14099135915033	42174	40061286	3710
14099135957208	42175	40080841	3713
14099135999394	42186	40072130	3713
14099136041560	42166	40078118	3717
14099136083687	42127	40079448	3713
14099136125848	42161	40074124	3713
14099136167993	42145	40073673	3713
14099136210108	42115	40077812	3716
14099136252252	42144	40073526	3718
14099136294456	42204	40073187	3715
