begin	end	occ_power_gpu.0.direct_sample	occ_power_gpu.0.energy	occ_power_gpu.0.power_from_energy	occ_power_gpu.0.timestamp	occ_power_gpu.0.update_tag	occ_power_gpu.1.direct_sample	occ_power_gpu.1.energy	occ_power_gpu.1.power_from_energy	occ_power_gpu.1.timestamp	occ_power_gpu.1.update_tag	occ_power_mem.0.direct_sample	occ_power_mem.0.energy	occ_power_mem.0.power_from_energy	occ_power_mem.0.timestamp	occ_power_mem.0.update_tag	occ_power_mem.1.direct_sample	occ_power_mem.1.energy	occ_power_mem.1.power_from_energy	occ_power_mem.1.timestamp	occ_power_mem.1.update_tag	occ_power_proc.0.direct_sample	occ_power_proc.0.energy	occ_power_proc.0.power_from_energy	occ_power_proc.0.timestamp	occ_power_proc.0.update_tag	occ_power_proc.1.direct_sample	occ_power_proc.1.energy	occ_power_proc.1.power_from_energy	occ_power_proc.1.timestamp	occ_power_proc.1.update_tag	occ_power_proc_vdd.0.direct_sample	occ_power_proc_vdd.0.energy	occ_power_proc_vdd.0.power_from_energy	occ_power_proc_vdd.0.timestamp	occ_power_proc_vdd.0.update_tag	occ_power_proc_vdd.1.direct_sample	occ_power_proc_vdd.1.energy	occ_power_proc_vdd.1.power_from_energy	occ_power_proc_vdd.1.timestamp	occ_power_proc_vdd.1.update_tag	occ_power_proc_vdn.0.direct_sample	occ_power_proc_vdn.0.energy	occ_power_proc_vdn.0.power_from_energy	occ_power_proc_vdn.0.timestamp	occ_power_proc_vdn.0.update_tag	occ_power_proc_vdn.1.direct_sample	occ_power_proc_vdn.1.energy	occ_power_proc_vdn.1.power_from_energy	occ_power_proc_vdn.1.timestamp	occ_power_proc_vdn.1.update_tag	occ_power_system_bulk.0.direct_sample	occ_power_system_bulk.0.energy	occ_power_system_bulk.0.power_from_energy	occ_power_system_bulk.0.timestamp	occ_power_system_bulk.0.update_tag	taurus.EC08.PDU1.outlet8.power	taurus.EC08.PDU2.outlet4.power	taurus.taurusml5.power	taurus.taurusml5.ps0.power	taurus.taurusml5.ps1.power	experiment	thread_count	frequency	ddcm	utility
60732175437500	120245427718750	115.167	10399.7	115.273	4.63323e+10	180640	114.139	10286.3	114.159	4.63352e+10	180651	20.9167	1953.54	20.9809	4.63323e+10	180640	20.9722	1949.63	20.9808	4.63352e+10	180651	93.3056	8793.18	92.942	4.63323e+10	180640	72.3611	7696.86	72.3263	4.63352e+10	180651	35.5278	3518.51	36.0117	4.63323e+10	45160	24.75	3212.96	25.0044	4.63352e+10	45162.8	22.9167	2064.32	22.9394	4.63323e+10	45160	23.5	2132.03	23.5426	4.63352e+10	45162.8	458.306	43104.8	458.308	4.63323e+10	180640	304.143	344.714	459.571	296.429	337	4	0	1	100	3.59631e+07
120245629328125	180247401443359	115.972	17330.8	115.815	7.70524e+10	300411	114.778	17151	114.68	7.7057e+10	300429	20.9444	3212.5	20.9845	7.70524e+10	300411	20.9444	3208.37	20.9763	7.7057e+10	300429	110.222	14917.3	109.95	7.70524e+10	300411	73.5	12081.2	73.1091	7.7057e+10	300429	50.6667	6163.56	51.0182	7.70524e+10	75102.8	25.3611	4750.69	25.5826	7.7057e+10	75107.2	23	3443.64	23	7.70524e+10	75102.8	23.9167	3555.37	23.9208	7.7057e+10	75107.2	478.167	71250.5	477.896	7.70524e+10	300411	301.143	347.571	478	306.143	347	4	0	1	100	7.19041e+07
180247693640625	240249419484375	116.222	24299.8	116.295	1.07775e+11	420191	115	24046.6	115.009	1.07779e+11	420207	20.9722	4471.62	20.9851	1.07775e+11	420191	20.9444	4466.73	20.9671	1.07779e+11	420207	123.611	21941	123.571	1.07775e+11	420191	72.4722	16476.5	72.6783	1.07779e+11	420207	61.4722	9561.19	61.7699	1.07775e+11	105048	25.3333	6295.32	25.2518	1.07779e+11	105052	23	4823.65	23.0001	1.07775e+11	105048	23.9722	4991.15	23.9516	1.07779e+11	105052	491.583	100389	491.704	1.07775e+11	420191	310.714	357.143	493.286	314.571	355	4	0	1	100	1.04032e+08
240249658027343	300251445693359	115.611	31249.8	115.448	1.38496e+11	539967	114	30915.5	114.027	1.38501e+11	539984	21	5730.33	20.9715	1.38496e+11	539967	20.8889	5723.99	20.9389	1.38501e+11	539984	139.972	29888.2	139.916	1.38496e+11	539967	72.1389	20889.2	72.1054	1.38501e+11	539984	76.4167	13736.7	76.3028	1.38496e+11	134992	25.0833	7866.09	24.96	1.38501e+11	134996	23	6203.64	22.9999	1.38496e+11	134992	23.4444	6418.89	23.5811	1.38501e+11	134996	506.833	130444	506.449	1.38496e+11	539967	318.571	364.571	505.429	323.857	362	4	0	1	100	1.40001e+08
300251651398437	360253480259765	114.944	38163.8	115.038	1.69218e+11	659747	113.306	37732.7	113.271	1.69221e+11	659756	20.8889	6988.31	20.962	1.69218e+11	659747	20.9722	6979.4	20.9116	1.69221e+11	659756	150.5	38638.7	150.448	1.69218e+11	659747	71.7778	25223.5	71.7981	1.69221e+11	659756	85.5833	18620.3	85.3485	1.69218e+11	164937	24.7778	9376.46	24.8326	1.69221e+11	164939	23	7583.64	22.9987	1.69218e+11	164937	23.4444	7826.53	23.3686	1.69221e+11	164939	515.139	161142	515.032	1.69218e+11	659747	326.286	371.429	515.286	328	366.857	4	0	1	100	1.71976e+08
360253842919921	420255477154296	114.5	45052.5	114.649	1.99938e+11	779518	112.472	44505.7	112.601	1.99941e+11	779529	20.8611	8245.85	20.9548	1.99938e+11	779518	20.8611	8232.96	20.8779	1.99941e+11	779529	167.167	48184.8	166.841	1.99938e+11	779518	71.3333	29579.5	71.6355	1.99941e+11	779529	99.75	24190.8	99.4449	1.99938e+11	194879	25.0833	10918.1	24.9311	1.99941e+11	194882	23	8963.53	22.9996	1.99938e+11	194879	23.2778	9224.61	23.2891	1.99941e+11	194882	530	192564	530.039	1.99938e+11	779518	332.286	377.143	529.857	337	375.571	4	0	1	100	2.07956e+08
420255724771484	480257653816406	115.278	51942.8	115.13	2.30657e+11	899284	113.194	51272.3	113.121	2.30661e+11	899300	21	9503.1	20.9571	2.30657e+11	899284	20.9167	9485.11	20.8646	2.30661e+11	899300	178.25	58552.7	178.281	2.30657e+11	899284	72.2222	33900.9	72.2363	2.30661e+11	899300	108.139	30443.1	108.439	2.30657e+11	224821	26.3889	12434.9	25.4235	2.30661e+11	224825	23	10343.5	23.0001	2.30657e+11	224821	23.7222	10632.1	23.6151	2.30661e+11	224825	543.25	224777	543.453	2.30657e+11	899284	338.714	384.143	544.286	344.429	382	4	0	1	100	2.39902e+08
480257919535156	540259528164062	115.75	58865.7	115.646	2.61379e+11	1.01906e+06	113.639	58076.3	113.649	2.61384e+11	1.01908e+06	20.9167	10760.7	20.9602	2.61379e+11	1.01906e+06	20.8056	10736.9	20.8544	2.61384e+11	1.01908e+06	195.778	69788.2	195.789	2.61379e+11	1.01906e+06	72	38263.8	71.9345	2.61384e+11	1.01908e+06	123.417	37404.4	123.211	2.61379e+11	254765	25.5833	13985.6	25.1469	2.61384e+11	254771	23	11723.9	23.0154	2.61379e+11	254765	23.7778	12056.6	23.8121	2.61384e+11	254771	562.25	257995	561.872	2.61379e+11	1.01906e+06	347.571	393.286	562.857	355.286	393.143	4	0	1	100	2.7588e+08
540259771275390	600261693367187	116.361	65826.5	116.354	2.92101e+11	1.13884e+06	114.111	64912.4	114.18	2.92106e+11	1.13886e+06	20.9722	12018.4	20.9645	2.92101e+11	1.13884e+06	20.8333	11987.6	20.8342	2.92106e+11	1.13886e+06	207.444	81902	207.614	2.92101e+11	1.13884e+06	71.8889	42602.1	71.9696	2.92106e+11	1.13886e+06	132.806	45088.3	132.647	2.92101e+11	284710	25.0278	15511.1	25.0199	2.92106e+11	284714	23.4444	13111.6	23.3492	2.92101e+11	284710	23.9444	13488.8	23.9399	2.92106e+11	284714	575.333	292143	575.287	2.92101e+11	1.13884e+06	357.286	402.857	575.571	362	403.857	4	0	1	100	3.07808e+08
600261931509765	660263564744140	116.611	72825.3	116.69	3.22822e+11	1.25862e+06	114.278	71774.2	114.324	3.22826e+11	1.25863e+06	21	13276.4	20.9618	3.22822e+11	1.25862e+06	20.8056	13237.1	20.8021	3.22826e+11	1.25863e+06	221.833	94805.9	221.938	3.22822e+11	1.25862e+06	72.6389	46969.9	72.2003	3.22826e+11	1.25863e+06	144.083	53412	144.381	3.22822e+11	314654	25.0833	17055.6	25.2437	3.22826e+11	314658	23.5833	14525.5	23.5992	3.22822e+11	314654	23.9722	14926.8	23.9314	3.22826e+11	314658	591.389	327210	590.914	3.22822e+11	1.25862e+06	365.143	411.857	591.714	370.714	410.857	4	0	1	100	3.43775e+08
660263936207031	720265574355468	115.444	79790.9	115.587	3.53544e+11	1.37839e+06	113.306	78599.4	113.287	3.53547e+11	1.3784e+06	20.9167	14533.2	20.9356	3.53544e+11	1.37839e+06	20.6111	14482.2	20.7039	3.53547e+11	1.3784e+06	237.556	108627	237.408	3.53544e+11	1.37839e+06	71.6389	51330.9	71.5799	3.53547e+11	1.3784e+06	156.944	62484.3	156.832	3.53544e+11	344598	25.3611	18611.1	25.0136	3.53547e+11	344601	23.3056	15933.5	23.3448	3.53544e+11	344598	23.5278	16352	23.5492	3.53547e+11	344601	603.889	363120	603.494	3.53544e+11	1.37839e+06	372.286	420.857	604	378	419.429	4	0	1	100	3.79614e+08
720265976552734	780267655314453	115.056	86710.7	115.136	3.84264e+11	1.49816e+06	112.333	85371	112.451	3.84267e+11	1.49818e+06	20.9722	15788.8	20.9176	3.84264e+11	1.49816e+06	20.6111	15723	20.6579	3.84267e+11	1.49818e+06	242.167	123024	242.299	3.84264e+11	1.49816e+06	71.9167	55670.3	71.6672	3.84267e+11	1.49818e+06	160.639	72014.1	160.718	3.84264e+11	374541	25.1111	20155.6	25.184	3.84267e+11	374544	23.1667	17328	23.1192	3.84264e+11	374541	23.3056	17758.4	23.3317	3.84267e+11	374544	606.667	399483	607.067	3.84264e+11	1.49816e+06	377.429	427	607.571	379.714	422.429	4	0	1	100	4.08105e+08
780268091867187	840269625160156	115.194	93612.1	115.034	4.14985e+11	1.61794e+06	112.083	92101.5	112.145	4.14989e+11	1.61796e+06	20.8889	17043.1	20.8989	4.14985e+11	1.61794e+06	20.5	16961.3	20.6173	4.14989e+11	1.61796e+06	245.333	137642	245.547	4.14985e+11	1.61794e+06	70.9167	59986.2	71.2256	4.14989e+11	1.61796e+06	162.806	81711.9	162.941	4.14985e+11	404484	24.8333	21684.4	24.8967	4.14989e+11	404489	23.3333	18714.8	23.217	4.14985e+11	404484	23.3056	19156.4	23.3352	4.14989e+11	404489	609.361	435980	609.439	4.14985e+11	1.61794e+06	378.429	429	610.429	380.571	423.571	4	0	1	100	4.35861e+08
840270072789062	900271611662109	115.583	100530	115.53	4.45705e+11	1.73771e+06	113.028	98859.4	113.013	4.4571e+11	1.73773e+06	20.9722	18297.6	20.9132	4.45705e+11	1.73771e+06	20.6111	18198.5	20.6051	4.4571e+11	1.73773e+06	251.583	152519	251.312	4.45705e+11	1.73771e+06	71.75	64338.2	71.9735	4.4571e+11	1.73773e+06	166.583	91572.3	166.497	4.45705e+11	434428	25.1667	23247.9	25.4782	4.4571e+11	434432	23.8333	20125.8	23.7382	4.45705e+11	434428	23.6111	20566.5	23.5974	4.4571e+11	434432	617.25	472822	617.488	4.45705e+11	1.73771e+06	380.857	430.714	616.286	385	427.571	4	0	1	100	4.63721e+08
900272053972656	960273638542968	116.333	107484	116.268	4.76428e+11	1.85749e+06	113.556	105658	113.557	4.76432e+11	1.85751e+06	20.9167	19553	20.9316	4.76428e+11	1.85749e+06	20.7222	19435	20.6229	4.76432e+11	1.85751e+06	257.472	167780	257.455	4.76428e+11	1.85749e+06	71.5556	68671.5	71.5771	4.76432e+11	1.85751e+06	169.722	101658	169.686	4.76428e+11	464373	24.6389	24782.5	24.8383	4.76432e+11	464377	23.8611	21555.4	23.8463	4.76428e+11	464373	23.8056	21991.1	23.8704	4.76432e+11	464377	624.917	510114	624.694	4.76428e+11	1.85749e+06	384.857	434.429	625.714	388.714	432.429	4	0	1	100	4.91003e+08
960274319984375	1020275659333984	116.944	114478	116.931	5.07148e+11	1.97726e+06	114.083	112488	114.131	5.07153e+11	1.97728e+06	20.9167	20809.3	20.9444	5.07148e+11	1.97726e+06	20.6389	20673	20.6479	5.07153e+11	1.97728e+06	257.389	183217	256.649	5.07148e+11	1.97726e+06	71.6389	73029.2	71.928	5.07153e+11	1.97728e+06	168.639	111812	168.299	5.07148e+11	494316	25.0278	26331.7	25.1787	5.07153e+11	494321	23.9722	22992.2	23.9927	5.07148e+11	494316	23.9722	23426.4	23.9738	5.07153e+11	494321	626.694	547708	625.964	5.07148e+11	1.97726e+06	388.429	437.714	625.143	390.429	431.714	4	0	1	100	5.14675e+08
1020276278603515	1080277645964843	116.389	121484	116.29	5.37869e+11	2.09704e+06	113.75	119328	113.577	5.37872e+11	2.09705e+06	20.9444	22065.6	20.9322	5.37869e+11	2.09704e+06	20.7222	21910.7	20.5866	5.37872e+11	2.09705e+06	258.694	198659	259.023	5.37869e+11	2.09704e+06	72	77382.2	71.8254	5.37872e+11	2.09705e+06	169.056	121918	169.479	5.37869e+11	524259	25.1667	27880.1	25.2558	5.37872e+11	524263	23.8611	24429.8	23.8681	5.37869e+11	524259	23.7778	24858.9	23.7386	5.37872e+11	524263	626.889	585338	627.349	5.37869e+11	2.09704e+06	389.429	437.714	625.429	390.857	430.714	4	0	1	100	5.39848e+08
1080278184429687	1140279639828125	115.528	128435	115.455	5.68589e+11	2.21681e+06	112.806	126120	112.818	5.68593e+11	2.21682e+06	20.9722	23321	20.9087	5.68589e+11	2.21681e+06	20.6389	23144.9	20.5418	5.68593e+11	2.21682e+06	257	214129	257.251	5.68589e+11	2.21681e+06	72.2778	81710.3	71.4275	5.68593e+11	2.21682e+06	167.528	132024	167.785	5.68589e+11	554202	24.4444	29414	24.8746	5.68593e+11	554206	23.0833	25834.4	23.0995	5.68589e+11	554202	23.4722	26277.8	23.5656	5.68593e+11	554206	622.639	622865	623.001	5.68589e+11	2.21681e+06	389.571	437.286	623	387.714	431.571	4	0	1	100	5.63385e+08
1140280286585937	1200281632808593	115.139	135350	115.108	5.9931e+11	2.33658e+06	111.889	132865	112.101	5.99315e+11	2.3366e+06	20.9167	24574.4	20.8798	5.9931e+11	2.33658e+06	20.3889	24375.8	20.4974	5.99315e+11	2.3366e+06	258.972	229644	259.118	5.9931e+11	2.33658e+06	71.0556	86030.1	71.0177	5.99315e+11	2.3366e+06	169.056	142150	169.08	5.9931e+11	584146	24.6667	30945.7	24.6518	5.99315e+11	584151	23.0833	27220	23.0973	5.9931e+11	584146	23.3333	27685.6	23.3882	5.99315e+11	584151	623.222	660327	623.312	5.9931e+11	2.33658e+06	388	436	623.857	388.857	429.429	4	0	1	100	5.89158e+08
1200282260937500	1260283571548828	115.25	142257	115.304	6.30032e+11	2.45636e+06	112.5	139593	112.508	6.30037e+11	2.45638e+06	20.9167	25827.3	20.8898	6.30032e+11	2.45636e+06	20.5278	25605.2	20.4932	6.30037e+11	2.45638e+06	255.278	245088	255.082	6.30032e+11	2.45636e+06	71.5	90368.7	71.2897	6.30037e+11	2.45638e+06	165.722	152206	165.57	6.30032e+11	614091	24.5556	32496.7	24.809	6.30037e+11	614096	23.1944	28604	23.0787	6.30032e+11	614091	23.5278	29090.4	23.5674	6.30037e+11	614096	619.944	697702	620.134	6.30032e+11	2.45636e+06	387.571	436	621.714	386.143	429.571	4	0	1	100	6.07008e+08
1260284197814453	1320285478410156	116.028	149192	115.92	6.60754e+11	2.57614e+06	113.306	146369	113.298	6.60758e+11	2.57616e+06	20.9722	27081	20.9015	6.60754e+11	2.57614e+06	20.5556	26835.8	20.5252	6.60758e+11	2.57616e+06	252.972	260316	252.752	6.60754e+11	2.57614e+06	71.4722	94689.7	71.5327	6.60758e+11	2.57616e+06	162	162029	162.017	6.60754e+11	644035	25.3333	34026	25.0049	6.60758e+11	644039	23.5556	29999.1	23.5217	6.60754e+11	644035	23.6667	30510.5	23.6802	6.60758e+11	644039	619.056	734902	618.845	6.60754e+11	2.57614e+06	385.571	434.286	619	385.286	429.571	4	0	1	100	6.24644e+08
1320286166539062	1380287522306640	116.639	156168	116.57	6.91475e+11	2.69591e+06	113.806	153181	113.794	6.91477e+11	2.69592e+06	20.9167	28335.7	20.915	6.91475e+11	2.69591e+06	20.5278	28067.3	20.5134	6.91477e+11	2.69592e+06	259.389	275681	259.444	6.91475e+11	2.69591e+06	72.5833	99037.1	72.3854	6.91477e+11	2.69592e+06	167.028	171901	166.972	6.91475e+11	673978	25.7778	35576.5	25.8116	6.91477e+11	673981	24	31427.9	23.9598	6.91475e+11	673978	23.9444	31940.2	23.9365	6.91477e+11	673981	629.306	772370	628.97	6.91475e+11	2.69591e+06	386.286	435.429	628.571	390	433.857	4	0	1	100	6.5229e+08
1380288129101562	1440289482578125	117.194	163183	117.076	7.22195e+11	2.81568e+06	114.111	160024	114.176	7.22198e+11	2.8157e+06	20.9722	29591.2	20.9332	7.22195e+11	2.81568e+06	20.6389	29300.4	20.5817	7.22198e+11	2.8157e+06	259.75	291262	259.639	7.22195e+11	2.81568e+06	87.6944	103889	88.1275	7.22198e+11	2.8157e+06	167.167	181922	167.078	7.22195e+11	703921	40	37592.1	40.2282	7.22198e+11	703924	23.9167	32866.9	23.9839	7.22195e+11	703921	23.9722	33378.3	23.9466	7.22198e+11	703924	648.5	810755	648.565	7.22195e+11	2.81568e+06	392.571	441.857	649.143	404.286	442.143	4	0	1	100	6.8822e+08
1440290224875000	1500291564785156	115.889	170169	115.902	7.52915e+11	2.93546e+06	113.389	166846	113.291	7.5292e+11	2.93548e+06	20.8889	30846.6	20.9119	7.52915e+11	2.93546e+06	20.4167	30534.7	20.5637	7.5292e+11	2.93548e+06	258.417	306798	258.396	7.52915e+11	2.93546e+06	99.5	109576	100.135	7.5292e+11	2.93548e+06	166.583	191935	166.554	7.52915e+11	733864	49.3611	40332.2	49.9049	7.5292e+11	733869	23.2222	34292.1	23.324	7.52915e+11	733864	23.8611	34812.6	23.819	7.5292e+11	733869	654.639	849903	655.153	7.52915e+11	2.93546e+06	403.286	449.143	655.286	410.429	446.571	4	0	1	100	7.20205e+08
1500292263886718	1560293622146484	115.167	177101	115.244	7.83637e+11	3.05523e+06	112.361	173617	112.41	7.83642e+11	3.05526e+06	20.9167	32100.9	20.8931	7.83637e+11	3.05523e+06	20.5556	31768.9	20.5698	7.83642e+11	3.05526e+06	257.139	322266	257.199	7.83637e+11	3.05523e+06	116.194	116122	116.529	7.83642e+11	3.05526e+06	166	201904	165.957	7.83637e+11	763808	64.3056	43807.1	64.5282	7.83642e+11	763814	23.1944	35688.3	23.1737	7.83637e+11	763808	23.6111	36234.3	23.6482	7.83642e+11	763814	669.139	889685	669.116	7.83637e+11	3.05523e+06	409.714	454.429	669	418.857	452.857	4	0	1	100	7.56203e+08
1560294323791015	1620295631218750	115.028	184006	115.027	8.14358e+11	3.17501e+06	112.194	180350	112.166	8.14363e+11	3.17503e+06	20.8056	33354.5	20.8984	8.14358e+11	3.17501e+06	20.6944	33003.7	20.5941	8.14363e+11	3.17503e+06	257.167	337693	257.172	8.14358e+11	3.17501e+06	127.889	123476	127.499	8.14363e+11	3.17503e+06	165.806	211860	165.935	8.14358e+11	793753	73.6944	47981.2	73.589	8.14363e+11	793757	23.1667	37080.7	23.1337	8.14358e+11	793753	23.5556	37654.4	23.6334	8.14363e+11	793757	682.806	930241	682.082	8.14358e+11	3.17501e+06	416.857	459.143	681.571	424.429	458.429	4	0	1	100	7.88088e+08
1620296315519531	1680297633490234	115.444	190921	115.505	8.45081e+11	3.29479e+06	113.167	187104	113.02	8.45083e+11	3.2948e+06	20.8611	34609	20.9221	8.45081e+11	3.29479e+06	20.5833	34240.6	20.6563	8.45083e+11	3.2948e+06	257.944	353155	258.176	8.45081e+11	3.29479e+06	144.5	131678	144.747	8.45083e+11	3.2948e+06	166.306	221823	166.291	8.45081e+11	823698	88.3333	52871.5	88.4442	8.45083e+11	823700	23.6111	38470.6	23.4078	8.45081e+11	823698	24	39085.2	23.9891	8.45083e+11	823700	699.833	971726	699.891	8.45081e+11	3.29479e+06	422.571	465.857	701.143	435.857	468.143	4	0	1	100	8.23917e+08
1680298399925781	1740299666730468	116.194	197874	116.237	8.75801e+11	3.41456e+06	113.806	193909	113.781	8.75803e+11	3.41457e+06	20.9444	35864.7	20.9341	8.75801e+11	3.41456e+06	20.75	35481.5	20.7019	8.75803e+11	3.41457e+06	258.861	368671	258.982	8.75801e+11	3.41456e+06	155.889	140728	155.886	8.75803e+11	3.41457e+06	166.944	231823	166.902	8.75801e+11	853641	97.9444	58481.8	97.6604	8.75803e+11	853643	23.75	39890.8	23.7442	8.75801e+11	853641	24	40525.1	24	8.75803e+11	853643	715.722	1.01422e+06	715.645	8.75801e+11	3.41456e+06	433.714	475.857	714.286	443.286	475.429	4	0	1	100	8.55905e+08
1740300395111328	1800301643511718	117	204866	116.859	9.0652e+11	3.53433e+06	114.417	200754	114.382	9.06525e+11	3.53435e+06	21	37121.2	20.9477	9.0652e+11	3.53433e+06	20.6389	36724.9	20.7468	9.06525e+11	3.53435e+06	259.75	384234	259.77	9.0652e+11	3.53433e+06	172.417	150619	172.657	9.06525e+11	3.53435e+06	167	241840	166.972	9.0652e+11	883582	112.056	64799.2	111.894	9.06525e+11	883588	23.9444	41321.2	23.9845	9.0652e+11	883582	24	41965.1	24	9.06525e+11	883588	732.556	1.05772e+06	733.182	9.0652e+11	3.53433e+06	441.714	483.143	731.429	453.571	484.571	4	0	1	100	8.91871e+08
1800302442173828	1860303598748047	116.694	211882	116.512	9.37242e+11	3.65411e+06	114.194	207622	114.161	9.37247e+11	3.65413e+06	20.9722	38378.5	20.9487	9.37242e+11	3.65411e+06	20.6389	37971.1	20.7646	9.37247e+11	3.65413e+06	259.222	399812	259.091	9.37242e+11	3.65411e+06	182.861	161337	183.127	9.37247e+11	3.65413e+06	166.917	251857	166.867	9.37242e+11	913527	120.639	71805.9	120.434	9.37247e+11	913532	23.9167	42759.1	23.8683	9.37242e+11	913527	24	43405.1	24	9.37247e+11	913532	740.778	1.10206e+06	741.823	9.37242e+11	3.65411e+06	450.286	491.143	742.286	458.143	489.143	4	0	1	100	9.23686e+08
1860304514533203	1920305716277343	115.722	218848	115.685	9.67964e+11	3.77389e+06	113.444	214450	113.499	9.67968e+11	3.7739e+06	21	39635.1	20.939	9.67964e+11	3.77389e+06	20.8056	39217	20.7602	9.67968e+11	3.7739e+06	258.306	415330	258.197	9.67964e+11	3.77389e+06	199.194	172839	199.27	9.67968e+11	3.7739e+06	166.028	261840	165.999	9.67964e+11	943472	133.278	79445.9	133.379	9.67968e+11	943476	23.4722	44178.1	23.4389	9.67964e+11	943472	24	44845.1	24	9.67968e+11	943476	756.806	1.14704e+06	756.714	9.67964e+11	3.77389e+06	455.714	496.143	757.286	465.857	495.143	4	0	1	100	9.59943e+08
1920306593646484	1980307750914062	115.222	225772	115.19	9.98685e+11	3.89366e+06	112.583	221241	112.807	9.98689e+11	3.89368e+06	20.9444	40891.3	20.9325	9.98685e+11	3.89366e+06	20.6667	40462.3	20.7496	9.98689e+11	3.89368e+06	257.361	430796	257.352	9.98685e+11	3.89366e+06	208.111	185149	208.945	9.98689e+11	3.89368e+06	165.75	271797	165.877	9.98685e+11	973415	139.861	87723.5	140.775	9.98689e+11	973419	23.1389	45570.1	23.1164	9.98685e+11	973415	24	46285.1	24	9.98689e+11	973419	761.917	1.19271e+06	763.138	9.98685e+11	3.89366e+06	462.857	503.143	766.857	469.429	500.286	4	0	1	100	9.90964e+08
1980308516794922	2040309712550781	115.167	232679	115.143	1.02941e+12	4.01343e+06	112.583	228001	112.75	1.02941e+12	4.01345e+06	20.9444	42147.7	20.945	1.02941e+12	4.01343e+06	20.75	41707.4	20.756	1.02941e+12	4.01345e+06	257.306	446229	257.352	1.02941e+12	4.01343e+06	226.5	198209	226.641	1.02941e+12	4.01345e+06	165.806	281746	165.854	1.02941e+12	1.00336e+06	154.806	96584.6	154.84	1.02941e+12	1.00336e+06	23.1667	46955.9	23.1345	1.02941e+12	1.00336e+06	24	47725.1	24	1.02941e+12	1.00336e+06	781.333	1.23902e+06	781.238	1.02941e+12	4.01343e+06	466.714	508.143	781.143	479	508.857	4	0	1	100	1.02702e+09
2040310784437500	2100311786396484	115.833	239604	115.714	1.06013e+12	4.13321e+06	113.639	234796	113.641	1.06013e+12	4.13322e+06	20.8889	43404.2	20.9207	1.06013e+12	4.13321e+06	20.75	42954.4	20.8028	1.06013e+12	4.13322e+06	258.278	461706	258.474	1.06013e+12	4.13321e+06	233.694	212024	234.801	1.06013e+12	4.13322e+06	166.25	291706	166.219	1.06013e+12	1.0333e+06	160.222	106040	161.037	1.06013e+12	1.03331e+06	23.6389	48362.2	23.6074	1.06013e+12	1.0333e+06	24	49165.3	24.0001	1.06013e+12	1.03331e+06	791.917	1.2862e+06	792.481	1.06013e+12	4.13321e+06	474.714	516.143	790.571	482.571	513.286	4	0	1	100	1.05671e+09
2100312754123047	2160313789705078	116.306	246568	116.414	1.09085e+12	4.25298e+06	114.417	241634	114.289	1.09085e+12	4.253e+06	20.9167	44657.8	20.8948	1.09085e+12	4.25298e+06	20.8333	44202.8	20.8156	1.09085e+12	4.253e+06	259.361	477240	259.296	1.09085e+12	4.25298e+06	240.194	226294	241.188	1.09085e+12	4.253e+06	166.944	301704	166.896	1.09085e+12	1.06325e+06	164.75	115828	165.58	1.09085e+12	1.06325e+06	23.8889	49789.4	23.8618	1.09085e+12	1.06325e+06	24.0556	50605.4	24.0056	1.09085e+12	1.06325e+06	800.417	1.334e+06	801.206	1.09085e+12	4.25298e+06	480.286	522.143	802.143	487.714	517.857	4	0	1	100	1.0855e+09
2160314700964843	2220315842283203	117.083	253574	117.124	1.12157e+12	4.37276e+06	115.083	248510	114.918	1.12157e+12	4.37278e+06	20.9722	45912.3	20.922	1.12157e+12	4.37276e+06	20.7222	45452.1	20.806	1.12157e+12	4.37278e+06	259.972	492822	260.044	1.12157e+12	4.37276e+06	245.667	240871	245.496	1.12157e+12	4.37278e+06	167.111	311721	167.023	1.12157e+12	1.09319e+06	168.778	125832	168.565	1.12157e+12	1.09319e+06	24	51225.9	23.993	1.12157e+12	1.09319e+06	24.1667	52047.3	24.0722	1.12157e+12	1.09319e+06	807.611	1.38225e+06	807.846	1.12157e+12	4.37276e+06	485	526.714	807.143	491.143	521.571	4	0	1	100	1.11171e+09
2220316917871093	2280317720232422	116.5	260582	116.305	1.15229e+12	4.49254e+06	114.417	255390	114.249	1.15229e+12	4.49255e+06	20.9722	47168.4	20.9533	1.15229e+12	4.49254e+06	20.7778	46699.3	20.768	1.15229e+12	4.49255e+06	258.972	508393	258.951	1.15229e+12	4.49254e+06	249.194	255646	247.44	1.15229e+12	4.49255e+06	166.806	321735	166.651	1.15229e+12	1.12313e+06	171.361	135973	169.872	1.15229e+12	1.12314e+06	23.3889	52653.8	23.4648	1.15229e+12	1.12313e+06	24.0278	53490.9	24.0165	1.15229e+12	1.12314e+06	807.722	1.4307e+06	807.348	1.15229e+12	4.49254e+06	486	529.714	806.571	492.571	523.571	4	0	1	100	1.13864e+09
