begin	end	occ_power_gpu.0.direct_sample	occ_power_gpu.0.energy	occ_power_gpu.0.power_from_energy	occ_power_gpu.0.timestamp	occ_power_gpu.0.update_tag	occ_power_gpu.1.direct_sample	occ_power_gpu.1.energy	occ_power_gpu.1.power_from_energy	occ_power_gpu.1.timestamp	occ_power_gpu.1.update_tag	occ_power_mem.0.direct_sample	occ_power_mem.0.energy	occ_power_mem.0.power_from_energy	occ_power_mem.0.timestamp	occ_power_mem.0.update_tag	occ_power_mem.1.direct_sample	occ_power_mem.1.energy	occ_power_mem.1.power_from_energy	occ_power_mem.1.timestamp	occ_power_mem.1.update_tag	occ_power_proc.0.direct_sample	occ_power_proc.0.energy	occ_power_proc.0.power_from_energy	occ_power_proc.0.timestamp	occ_power_proc.0.update_tag	occ_power_proc.1.direct_sample	occ_power_proc.1.energy	occ_power_proc.1.power_from_energy	occ_power_proc.1.timestamp	occ_power_proc.1.update_tag	occ_power_proc_vdd.0.direct_sample	occ_power_proc_vdd.0.energy	occ_power_proc_vdd.0.power_from_energy	occ_power_proc_vdd.0.timestamp	occ_power_proc_vdd.0.update_tag	occ_power_proc_vdd.1.direct_sample	occ_power_proc_vdd.1.energy	occ_power_proc_vdd.1.power_from_energy	occ_power_proc_vdd.1.timestamp	occ_power_proc_vdd.1.update_tag	occ_power_proc_vdn.0.direct_sample	occ_power_proc_vdn.0.energy	occ_power_proc_vdn.0.power_from_energy	occ_power_proc_vdn.0.timestamp	occ_power_proc_vdn.0.update_tag	occ_power_proc_vdn.1.direct_sample	occ_power_proc_vdn.1.energy	occ_power_proc_vdn.1.power_from_energy	occ_power_proc_vdn.1.timestamp	occ_power_proc_vdn.1.update_tag	occ_power_system_bulk.0.direct_sample	occ_power_system_bulk.0.energy	occ_power_system_bulk.0.power_from_energy	occ_power_system_bulk.0.timestamp	occ_power_system_bulk.0.update_tag	taurus.EC08.PDU1.outlet8.power	taurus.EC08.PDU2.outlet4.power	taurus.taurusml5.power	taurus.taurusml5.ps0.power	taurus.taurusml5.ps1.power	experiment	thread_count	frequency	ddcm	utility
9480576368736328	9540670472830078	115.278	1.10137e+06	115.265	4.86953e+12	1.89853e+07	112.278	1.07938e+06	112.46	4.86954e+12	1.89853e+07	42.8056	255458	42.9034	4.86953e+12	1.89853e+07	26.0278	210121	26.0805	4.86954e+12	1.89853e+07	249.111	2.16692e+06	250.815	4.86953e+12	1.89853e+07	128.278	1.22306e+06	128.64	4.86954e+12	1.89853e+07	159.75	1.3899e+06	161.995	4.86953e+12	4.74632e+06	76.3611	692684	76.2038	4.86954e+12	4.74632e+06	25.9444	228005	25.9242	4.86953e+12	4.74632e+06	24	226300	24.0002	4.86954e+12	4.74632e+06	700.056	6.27738e+06	700.751	4.86953e+12	1.89853e+07	428.714	471.429	700.429	437.286	470.286	13	0	1	100	733.354
9540670847191406	9600613725013672	114.972	1.10828e+06	115.061	4.90025e+12	1.91051e+07	112.278	1.08612e+06	112.198	4.90026e+12	1.91051e+07	42.7778	258032	42.9098	4.90025e+12	1.91051e+07	27.8056	211742	27.9522	4.90026e+12	1.91051e+07	250.611	2.18197e+06	250.806	4.90025e+12	1.91051e+07	145.167	1.2313e+06	145.336	4.90026e+12	1.91051e+07	163.194	1.39962e+06	161.856	4.90025e+12	4.77626e+06	90.8611	697720	90.8094	4.90026e+12	4.77627e+06	25.9167	229558	25.8652	4.90025e+12	4.77626e+06	24	227740	24.0057	4.90026e+12	4.77627e+06	719.861	6.32001e+06	719.454	4.90025e+12	1.91051e+07	435.714	477.857	722.571	447.286	478.714	13	0	1	100	766.461
9600614099904296	9660691379986328	115.833	1.1152e+06	115.687	4.93097e+12	1.92248e+07	112.861	1.09287e+06	112.961	4.93098e+12	1.92248e+07	42.8333	260606	42.9062	4.93097e+12	1.92248e+07	29	213451	28.9923	4.93098e+12	1.92248e+07	251.333	2.19703e+06	251.515	4.93097e+12	1.92248e+07	157.444	1.24042e+06	157.291	4.93098e+12	1.92248e+07	162.917	1.40934e+06	162.243	4.93097e+12	4.80621e+06	101.194	703506	100.96	4.93098e+12	4.80621e+06	26	231116	25.9909	4.93097e+12	4.80621e+06	24.4167	229189	24.3285	4.93098e+12	4.80621e+06	732.389	6.36361e+06	732.863	4.93097e+12	1.92248e+07	444.714	485.143	732.286	455.571	486	13	0	1	100	797.587
9660691746755860	9720657806160156	116.417	1.12216e+06	116.277	4.9617e+12	1.93446e+07	113.694	1.09967e+06	113.761	4.9617e+12	1.93446e+07	42.9722	263181	42.9135	4.9617e+12	1.93446e+07	30.1389	215223	30.0913	4.9617e+12	1.93446e+07	252.778	2.21216e+06	252.582	4.9617e+12	1.93446e+07	174.944	1.25041e+06	174.775	4.9617e+12	1.93446e+07	163.028	1.41909e+06	162.783	4.9617e+12	4.83615e+06	115.833	710036	115.685	4.9617e+12	4.83616e+06	26	232676	25.9992	4.9617e+12	4.83615e+06	24.9722	230671	24.9967	4.9617e+12	4.83616e+06	756.056	6.4083e+06	755.531	4.9617e+12	1.93446e+07	453	495.286	753.571	466.143	496.571	13	0	1	100	830.482
9720658182501954	9780588208845704	116.778	1.12915e+06	116.814	4.99242e+12	1.94644e+07	114.306	1.10652e+06	114.337	4.99242e+12	1.94644e+07	43	265755	42.9128	4.99242e+12	1.94644e+07	31.4167	217069	31.4718	4.99242e+12	1.94644e+07	253.306	2.22733e+06	253.147	4.99242e+12	1.94644e+07	186.028	1.26127e+06	186.176	4.99242e+12	1.94644e+07	163.306	1.42887e+06	163.155	4.99242e+12	4.8661e+06	124.528	717270	124.553	4.99242e+12	4.8661e+06	26	234236	25.9998	4.99242e+12	4.8661e+06	25	232171	25.0001	4.99242e+12	4.8661e+06	769.083	6.45406e+06	768.984	4.99242e+12	1.94644e+07	464.286	505.143	770.143	474.286	504.571	13	0	1	100	860.804
9780588605453124	9840677151449218	116.667	1.13617e+06	116.574	5.02314e+12	1.95842e+07	114.389	1.11338e+06	114.223	5.02314e+12	1.95842e+07	43	268330	42.917	5.02314e+12	1.95842e+07	32.9722	219003	32.9248	5.02314e+12	1.95842e+07	252.917	2.24252e+06	252.744	5.02314e+12	1.95842e+07	202.694	1.273e+06	203.25	5.02314e+12	1.95842e+07	160.694	1.43866e+06	162.877	5.02314e+12	4.89604e+06	137.528	725182	138.163	5.02314e+12	4.89604e+06	26	235796	25.9997	5.02314e+12	4.89604e+06	25.0278	233671	25.0017	5.02314e+12	4.89604e+06	788.361	6.50087e+06	788.791	5.02314e+12	1.95842e+07	471.571	513.571	789.714	482.714	512.429	13	0	1	100	893.914
9840677551527344	9900620916480468	115.667	1.14314e+06	115.673	5.05386e+12	1.97039e+07	113.444	1.12022e+06	113.536	5.05386e+12	1.97039e+07	42.9444	270905	42.9149	5.05386e+12	1.97039e+07	33.8611	221009	33.9343	5.05386e+12	1.97039e+07	252.833	2.25766e+06	251.886	5.05386e+12	1.97039e+07	213.528	1.28556e+06	214.436	5.05386e+12	1.97039e+07	161.417	1.44842e+06	162.31	5.05386e+12	4.92598e+06	146.444	733770	147.255	5.05386e+12	4.92599e+06	25.9722	237356	25.9979	5.05386e+12	4.92598e+06	25.0278	235171	25.002	5.05386e+12	4.92599e+06	796.389	6.54845e+06	796.352	5.05386e+12	1.97039e+07	479.857	522.143	797.286	486.857	517.714	13	0	1	100	924.172
9900621317695312	9960704362484376	115.111	1.15006e+06	115.134	5.08458e+12	1.98237e+07	112.75	1.12701e+06	112.835	5.08459e+12	1.98237e+07	42.75	273480	42.9154	5.08458e+12	1.98237e+07	34.9167	223075	34.9403	5.08459e+12	1.98237e+07	250.278	2.27275e+06	251.032	5.08458e+12	1.98237e+07	226.278	1.29876e+06	227.012	5.08459e+12	1.98237e+07	162.944	1.45814e+06	161.907	5.08458e+12	4.95593e+06	157.278	742877	157.393	5.08459e+12	4.95593e+06	25.9722	238914	25.9542	5.08458e+12	4.95593e+06	25	236671	25.0179	5.08459e+12	4.95593e+06	807.25	6.59655e+06	808.136	5.08458e+12	1.98237e+07	483.857	527.429	806	492.857	524.143	13	0	1	100	954.83
9960704784609376	10020650522158204	115.167	1.15696e+06	115.146	5.1153e+12	1.99435e+07	113.083	1.13377e+06	112.91	5.11531e+12	1.99435e+07	42.8889	276054	42.916	5.1153e+12	1.99435e+07	36	225198	35.8804	5.11531e+12	1.99435e+07	251.306	2.2878e+06	251.236	5.1153e+12	1.99435e+07	230.472	1.31245e+06	230.696	5.11531e+12	1.99435e+07	162.889	1.46785e+06	161.995	5.1153e+12	4.98587e+06	159.361	752353	159.643	5.11531e+12	4.98588e+06	25.8056	240469	25.9268	5.1153e+12	4.98587e+06	25.1944	238175	25.1852	5.11531e+12	4.98588e+06	813.278	6.64514e+06	813.989	5.1153e+12	1.99435e+07	488.429	532	806.857	493.429	525.571	13	0	1	100	981.56
10020651035820312	10080581983886718	115.75	1.16389e+06	115.713	5.14602e+12	2.00633e+07	113.75	1.14057e+06	113.678	5.14603e+12	2.00633e+07	43	278629	42.9201	5.14602e+12	2.00633e+07	36.6389	227373	36.6664	5.14603e+12	2.00633e+07	252.278	2.30291e+06	252.134	5.14602e+12	2.00633e+07	236.139	1.32648e+06	235.322	5.14603e+12	2.00633e+07	162.861	1.47759e+06	162.531	5.14602e+12	5.01581e+06	163.167	762054	162.495	5.14603e+12	5.01582e+06	26	242028	25.9966	5.14602e+12	5.01581e+06	25.8611	239706	25.8597	5.14603e+12	5.01582e+06	825.111	6.69433e+06	823.942	5.14602e+12	2.00633e+07	491.857	534.429	823.286	498.714	530	13	0	1	100	1006.97
10080582419378906	10140658555876954	116.556	1.17085e+06	116.413	5.17674e+12	2.0183e+07	114.556	1.14741e+06	114.339	5.17675e+12	2.0183e+07	43	281204	42.9205	5.17674e+12	2.0183e+07	37.3056	229591	37.3326	5.17675e+12	2.0183e+07	253.361	2.31806e+06	253.035	5.17674e+12	2.0183e+07	244.889	1.34089e+06	244.838	5.17675e+12	2.0183e+07	163.222	1.48735e+06	162.925	5.17674e+12	5.04576e+06	169.917	772018	169.565	5.17675e+12	5.04576e+06	26	243588	25.9992	5.17674e+12	5.04576e+06	26	241262	25.9998	5.17675e+12	5.04576e+06	836.556	6.74416e+06	837.001	5.17674e+12	2.0183e+07	496.714	540.143	834.857	503.571	537.143	13	0	1	100	1035.47
10140658997966796	10200688816220704	117.194	1.17786e+06	117.245	5.20747e+12	2.03028e+07	115.139	1.15429e+06	115.027	5.20747e+12	2.03028e+07	43.0278	283780	42.9455	5.20747e+12	2.03028e+07	37.9444	231852	37.9886	5.20747e+12	2.03028e+07	253.861	2.33327e+06	253.852	5.20747e+12	2.03028e+07	245.056	1.35564e+06	246.808	5.20747e+12	2.03028e+07	161.111	1.49714e+06	163.403	5.20747e+12	5.0757e+06	168.917	782217	170.454	5.20747e+12	5.0757e+06	26	245148	26.0001	5.20747e+12	5.0757e+06	26	242822	26.0001	5.20747e+12	5.0757e+06	841.694	6.79457e+06	843.473	5.20747e+12	2.03028e+07	502.429	546.429	846.857	506.571	539.143	13	0	1	100	1059.47
10200689257896484	10260725727560546	116.306	1.18487e+06	116.26	5.23818e+12	2.04226e+07	114.111	1.16117e+06	114.208	5.23819e+12	2.04226e+07	42.9722	286356	42.935	5.23818e+12	2.04226e+07	38.8611	234158	38.9018	5.23819e+12	2.04226e+07	254.889	2.34847e+06	252.721	5.23818e+12	2.04226e+07	248	1.37048e+06	248.327	5.23819e+12	2.04226e+07	164.5	1.50693e+06	162.786	5.23818e+12	5.10564e+06	170.861	792453	170.899	5.23819e+12	5.10565e+06	26	246708	25.994	5.23818e+12	5.10564e+06	26	244382	26.0003	5.23819e+12	5.10565e+06	843.889	6.8452e+06	843.984	5.23818e+12	2.04226e+07	504	548.714	844	506.714	538.571	13	0	1	100	1083.37
10260726188107422	10320640251595704	115.472	1.19182e+06	115.538	5.26891e+12	2.05424e+07	113.361	1.168e+06	113.475	5.26891e+12	2.05424e+07	42.8889	288932	42.9306	5.26891e+12	2.05424e+07	39.1944	236500	39.2083	5.26891e+12	2.05424e+07	252.25	2.3636e+06	251.728	5.26891e+12	2.05424e+07	252.444	1.38545e+06	250.325	5.26891e+12	2.05424e+07	163.639	1.51667e+06	162.174	5.26891e+12	5.13559e+06	173.472	802736	171.729	5.26891e+12	5.13559e+06	26	248267	25.9851	5.26891e+12	5.13559e+06	26	245942	26.0001	5.26891e+12	5.13559e+06	846.917	6.89587e+06	845.216	5.26891e+12	2.05424e+07	504	548	848.143	505.429	539.143	13	0	1	100	1105.73
10320640715666016	10380718531248046	115.139	1.19874e+06	115.235	5.29963e+12	2.06621e+07	113.167	1.1748e+06	113.044	5.29963e+12	2.06621e+07	42.7778	291507	42.9222	5.29963e+12	2.06621e+07	40	238876	39.9472	5.29963e+12	2.06621e+07	250.194	2.37868e+06	251.177	5.29963e+12	2.06621e+07	247.972	1.40043e+06	247.815	5.29963e+12	2.06621e+07	162.417	1.52639e+06	161.92	5.29963e+12	5.16553e+06	170	813016	169.919	5.29963e+12	5.16554e+06	25.9444	249825	25.9627	5.29963e+12	5.16553e+06	26	247502	26.0002	5.29963e+12	5.16554e+06	843.722	6.94654e+06	842.796	5.29963e+12	2.06621e+07	504	548	844.714	504.429	537.286	13	0	1	100	1127.05
10380719002207032	10440620732328124	115.528	1.20566e+06	115.564	5.33035e+12	2.07819e+07	113.5	1.18158e+06	113.404	5.33035e+12	2.07819e+07	42.9722	294083	42.9347	5.33035e+12	2.07819e+07	40.8611	241293	40.7062	5.33035e+12	2.07819e+07	251.806	2.39376e+06	251.918	5.33035e+12	2.07819e+07	251.722	1.41539e+06	249.966	5.33035e+12	2.07819e+07	162.417	1.53612e+06	162.332	5.33035e+12	5.19548e+06	172.139	823257	170.858	5.33035e+12	5.19548e+06	25.9722	251384	25.9916	5.33035e+12	5.19548e+06	26	249062	26.0035	5.33035e+12	5.19548e+06	848.556	6.99726e+06	847.888	5.33035e+12	2.07819e+07	503.429	546	845.571	506.714	539.714	13	0	1	100	1149.37
10440621212810546	10500601540841796	116.306	1.21262e+06	116.258	5.36107e+12	2.09017e+07	114.194	1.18841e+06	114.104	5.36107e+12	2.09017e+07	43	296660	42.9588	5.36107e+12	2.09017e+07	40.9722	243745	40.9769	5.36107e+12	2.09017e+07	252.75	2.4089e+06	252.718	5.36107e+12	2.09017e+07	251.556	1.43042e+06	250.982	5.36107e+12	2.09017e+07	162.972	1.54587e+06	162.884	5.36107e+12	5.22542e+06	170.833	833497	170.294	5.36107e+12	5.22542e+06	26	252944	25.9974	5.36107e+12	5.22542e+06	26.1111	250624	26.0644	5.36107e+12	5.22542e+06	855.472	7.04831e+06	853.691	5.36107e+12	2.09017e+07	505	549.429	855.429	508.143	540.571	13	0	1	100	1169.74
10500602050148438	10560721465046876	117.167	1.21961e+06	116.889	5.39179e+12	2.10214e+07	114.611	1.19527e+06	114.68	5.39179e+12	2.10215e+07	42.9444	299237	42.9631	5.39179e+12	2.10214e+07	41.7778	246227	41.8373	5.39179e+12	2.10215e+07	252.417	2.42409e+06	253.504	5.39179e+12	2.10214e+07	249.722	1.4455e+06	251.515	5.39179e+12	2.10215e+07	160.833	1.55566e+06	163.258	5.39179e+12	5.25536e+06	169.111	843713	170.266	5.39179e+12	5.25537e+06	26	254504	25.9999	5.39179e+12	5.25536e+06	26.3889	252193	26.3092	5.39179e+12	5.25537e+06	857.611	7.09967e+06	858.52	5.39179e+12	2.10214e+07	506	551.714	856.857	511	543.571	13	0	1	100	1191.03
10560721986126954	10620669400654296	117.056	1.22664e+06	117.125	5.42251e+12	2.11412e+07	114.806	1.20217e+06	114.9	5.42252e+12	2.11412e+07	42.9722	301815	42.9666	5.42251e+12	2.11412e+07	41.9722	248742	41.9627	5.42252e+12	2.11412e+07	254.25	2.43931e+06	253.42	5.42251e+12	2.11412e+07	249.556	1.46052e+06	248.804	5.42252e+12	2.11412e+07	164.472	1.56546e+06	163.243	5.42251e+12	5.28531e+06	168.556	853865	167.975	5.42252e+12	5.28531e+06	26	256064	26.0008	5.42251e+12	5.28531e+06	26.4167	253777	26.3989	5.42252e+12	5.28531e+06	856.194	7.15119e+06	856.656	5.42251e+12	2.11412e+07	507	553	855.571	509.429	543.714	13	0	1	100	1210.01
10620669676144532	10680614675925782	115.5	1.23362e+06	115.498	5.45323e+12	2.1261e+07	114.528	1.20905e+06	114.462	5.45324e+12	2.1261e+07	21	303730	20.9855	5.45323e+12	2.1261e+07	21	250627	20.9883	5.45324e+12	2.1261e+07	94.7222	2.44973e+06	94.6087	5.45323e+12	2.1261e+07	72.8611	1.47016e+06	73.003	5.45324e+12	2.1261e+07	37.3056	1.57147e+06	37.5874	5.45323e+12	5.31525e+06	25.3611	859672	25.7592	5.45324e+12	5.31526e+06	22.8611	257532	22.9244	5.45323e+12	5.31525e+06	23.3056	255271	23.2644	5.45324e+12	5.31526e+06	461.583	7.19069e+06	461.982	5.45323e+12	2.1261e+07	461	494.143	461.286	299.429	338.429	10	0	1	100	213.591
10680614791060546	10740602779373046	114.833	1.24053e+06	114.939	5.48395e+12	2.13808e+07	113.611	1.21589e+06	113.488	5.48396e+12	2.13808e+07	20.9167	304988	20.9671	5.48395e+12	2.13808e+07	20.9722	251885	20.9693	5.48396e+12	2.13808e+07	111.806	2.45598e+06	111.908	5.48395e+12	2.13808e+07	72.8611	1.47457e+06	72.5324	5.48396e+12	2.13808e+07	52.6944	1.57424e+06	53.0619	5.48395e+12	5.3452e+06	25.8889	861246	25.3764	5.48396e+12	5.3452e+06	22.7778	258904	22.7529	5.48395e+12	5.3452e+06	23.1111	256665	23.1381	5.48396e+12	5.3452e+06	477.944	7.21896e+06	477.291	5.48395e+12	2.13808e+07	302.143	353.143	479	306.429	347.286	10	0	1	100	425.237
10740602917683594	10800608323898438	114.694	1.24741e+06	114.613	5.51468e+12	2.15006e+07	113.056	1.22268e+06	113.009	5.51468e+12	2.15006e+07	20.9167	306246	20.9522	5.51468e+12	2.15006e+07	21	253143	20.9464	5.51468e+12	2.15006e+07	124.583	2.46308e+06	124.479	5.51468e+12	2.15006e+07	72.6389	1.47891e+06	72.2109	5.51468e+12	2.15006e+07	64.4444	1.57777e+06	64.1695	5.51468e+12	5.37514e+06	25.5	862767	25.3302	5.51468e+12	5.37514e+06	22.6111	260266	22.6565	5.51468e+12	5.37514e+06	23.0556	258051	23.0819	5.51468e+12	5.37514e+06	488.639	7.24792e+06	488.395	5.51468e+12	2.15006e+07	309.286	355.714	487.571	313.571	352.714	10	0	1	100	611.968
10800608465701172	10860604014437500	115.222	1.25431e+06	115.244	5.5454e+12	2.16203e+07	113.667	1.22948e+06	113.61	5.5454e+12	2.16203e+07	20.9722	307503	20.9482	5.5454e+12	2.16203e+07	20.8611	254399	20.9338	5.5454e+12	2.16203e+07	142.556	2.47114e+06	142.911	5.5454e+12	2.16203e+07	72.8611	1.48332e+06	72.9469	5.5454e+12	2.16203e+07	80.4722	1.58214e+06	80.2853	5.5454e+12	5.40508e+06	25.6667	864348	25.7433	5.5454e+12	5.40508e+06	23	261639	22.9997	5.5454e+12	5.40508e+06	23.1389	259438	23.1481	5.5454e+12	5.40508e+06	510.75	7.27797e+06	510.082	5.5454e+12	2.16203e+07	317	363.286	509.571	325	363.286	10	0	1	100	825.518
10860604170392578	10920614323974610	115.778	1.26124e+06	115.763	5.57612e+12	2.17401e+07	114.139	1.23631e+06	114.136	5.57612e+12	2.17401e+07	20.8611	308760	20.9545	5.57612e+12	2.17401e+07	20.9167	255655	20.9223	5.57612e+12	2.17401e+07	155	2.4801e+06	155.243	5.57612e+12	2.17401e+07	73.0556	1.48769e+06	72.8894	5.57612e+12	2.17401e+07	90.7222	1.58728e+06	90.7531	5.57612e+12	5.43502e+06	25.6667	865886	25.7114	5.57612e+12	5.43503e+06	23	263019	23	5.57612e+12	5.43502e+06	23.25	260829	23.2649	5.57612e+12	5.43503e+06	523.194	7.30896e+06	522.716	5.57612e+12	2.17401e+07	327.714	373.143	520.571	332.857	370.429	10	0	1	100	1008.35
10920614474154296	10980607911714844	116.389	1.26821e+06	116.453	5.60684e+12	2.18599e+07	114.556	1.24317e+06	114.536	5.60684e+12	2.18599e+07	20.9444	310017	20.9566	5.60684e+12	2.18599e+07	20.9167	256910	20.9041	5.60684e+12	2.18599e+07	174.389	2.49e+06	173.771	5.60684e+12	2.18599e+07	72.8333	1.49206e+06	73.0367	5.60684e+12	2.18599e+07	106.611	1.59323e+06	106.576	5.60684e+12	5.46497e+06	25.6944	867423	25.6939	5.60684e+12	5.46497e+06	23	264399	23.0049	5.60684e+12	5.46497e+06	23.5833	262231	23.4117	5.60684e+12	5.46497e+06	542.694	7.34097e+06	543.178	5.60684e+12	2.18599e+07	336.143	381.571	542.857	344.143	381.429	10	0	1	100	1217.43
10980608090433594	11040624650058594	116.111	1.2752e+06	116.187	5.63756e+12	2.19796e+07	114.306	1.25005e+06	114.19	5.63756e+12	2.19797e+07	20.7778	311274	20.9422	5.63756e+12	2.19796e+07	20.8333	258163	20.8663	5.63756e+12	2.19797e+07	184.667	2.50079e+06	184.881	5.63756e+12	2.19796e+07	72.3889	1.49643e+06	72.6823	5.63756e+12	2.19797e+07	115.167	1.5999e+06	115.3	5.63756e+12	5.49491e+06	25.3611	868959	25.5534	5.63756e+12	5.49492e+06	23.0278	265780	23.0019	5.63756e+12	5.49491e+06	23.1667	263634	23.2629	5.63756e+12	5.49492e+06	552.528	7.3739e+06	552.943	5.63756e+12	2.19796e+07	345.286	391.143	552.714	349.571	387.429	10	0	1	100	1398.85
11040624815429688	11100630232136718	115.306	1.28215e+06	115.465	5.66828e+12	2.20994e+07	113.333	1.25687e+06	113.411	5.66828e+12	2.20994e+07	20.9722	312530	20.9154	5.66828e+12	2.20994e+07	20.6667	259413	20.8109	5.66828e+12	2.20994e+07	202.278	2.51242e+06	202.407	5.66828e+12	2.20994e+07	72.5	1.5008e+06	72.609	5.66828e+12	2.20994e+07	130.028	1.60728e+06	130.228	5.66828e+12	5.52486e+06	25.5556	870503	25.691	5.66828e+12	5.52486e+06	23	267160	23.0009	5.66828e+12	5.52486e+06	23.1389	265027	23.1385	5.66828e+12	5.52486e+06	568.667	7.40756e+06	568.638	5.66828e+12	2.20994e+07	351.714	397.857	568.571	358.571	397.571	10	0	1	100	1613.01
11100630390296876	11160631734382812	115.139	1.28906e+06	115.147	5.699e+12	2.22192e+07	112.583	1.26366e+06	112.747	5.699e+12	2.22192e+07	20.8889	313785	20.9025	5.699e+12	2.22192e+07	20.6389	260661	20.7579	5.699e+12	2.22192e+07	213.056	2.52489e+06	213.287	5.699e+12	2.22192e+07	71.6389	1.50512e+06	71.982	5.699e+12	2.22192e+07	139.028	1.61536e+06	139.241	5.699e+12	5.5548e+06	24.8889	872020	25.1995	5.699e+12	5.5548e+06	23	268540	23.0002	5.699e+12	5.5548e+06	23.0556	266413	23.0798	5.699e+12	5.5548e+06	577.278	7.44194e+06	577.633	5.699e+12	2.22192e+07	358.857	407.143	577	363.571	403.143	10	0	1	100	1793
11160631896968750	11220619069996094	114.944	1.29597e+06	115.083	5.72972e+12	2.2339e+07	112.5	1.27041e+06	112.484	5.72973e+12	2.2339e+07	20.9167	315038	20.8846	5.72972e+12	2.2339e+07	20.7222	261904	20.6988	5.72973e+12	2.2339e+07	229	2.53817e+06	228.944	5.72972e+12	2.2339e+07	71.4167	1.50944e+06	71.7087	5.72973e+12	2.2339e+07	152.167	1.62411e+06	152.029	5.72972e+12	5.58474e+06	24.8056	873536	24.998	5.72973e+12	5.58475e+06	23	269920	23.0081	5.72972e+12	5.58474e+06	23.1111	267797	23.0803	5.72973e+12	5.58475e+06	593.028	7.47709e+06	593.557	5.72972e+12	2.2339e+07	365.714	412.571	593.571	372.143	413.286	10	0	1	100	2015.9
11220619227214844	11280625888212890	115.528	1.30289e+06	115.643	5.76044e+12	2.24587e+07	113.222	1.27718e+06	113.194	5.76045e+12	2.24588e+07	20.8889	316291	20.8917	5.76044e+12	2.24587e+07	20.5	263145	20.67	5.76045e+12	2.24588e+07	244.222	2.55231e+06	242.433	5.76044e+12	2.24587e+07	72.5278	1.51376e+06	72.8222	5.76045e+12	2.24588e+07	164.194	1.63354e+06	162.229	5.76044e+12	5.61469e+06	26.2778	875051	26.104	5.76045e+12	5.61469e+06	23.8611	271319	23.802	5.76044e+12	5.61469e+06	23.2222	269185	23.1971	5.76045e+12	5.61469e+06	609.889	7.51316e+06	609.359	5.76044e+12	2.24587e+07	374.286	422.571	608.857	380.857	422.714	10	0	1	100	2197.38
11280626056931640	11340631376664062	116.278	1.30985e+06	116.297	5.79116e+12	2.25785e+07	113.778	1.28399e+06	113.707	5.79117e+12	2.25785e+07	20.8889	317545	20.9044	5.79116e+12	2.25785e+07	20.6667	264385	20.6649	5.79117e+12	2.25785e+07	243	2.56687e+06	243.732	5.79116e+12	2.25785e+07	71.6111	1.51813e+06	71.9147	5.79117e+12	2.25785e+07	161.722	1.64325e+06	162.511	5.79116e+12	5.64463e+06	25.3611	876611	25.123	5.79117e+12	5.64464e+06	24	272758	23.9998	5.79116e+12	5.64463e+06	23.3889	270580	23.3374	5.79117e+12	5.64464e+06	610.611	7.54978e+06	611.361	5.79116e+12	2.25785e+07	379.429	429.714	608.429	381	423.857	10	0	1	100	2345.31
11340631539433594	11400627712484376	117.111	1.31685e+06	117.036	5.82189e+12	2.26983e+07	114.167	1.29083e+06	114.194	5.82189e+12	2.26983e+07	20.8333	318799	20.8988	5.82189e+12	2.26983e+07	20.6667	265625	20.6458	5.82189e+12	2.26983e+07	253.167	2.58179e+06	252.861	5.82189e+12	2.26983e+07	72.6111	1.52247e+06	72.0984	5.82189e+12	2.26983e+07	169.056	1.65322e+06	168.831	5.82189e+12	5.67458e+06	25.6944	878148	25.2306	5.82189e+12	5.67458e+06	24	274198	24	5.82189e+12	5.67458e+06	23.4722	271988	23.5401	5.82189e+12	5.67458e+06	622.389	7.58684e+06	622.188	5.82189e+12	2.26983e+07	382.286	432.429	620.857	388.143	430	10	0	1	100	2525.15
11400627906064454	11460624197632812	116.417	1.32385e+06	116.246	5.85261e+12	2.28181e+07	113.556	1.29766e+06	113.546	5.85261e+12	2.28181e+07	20.8333	320052	20.8637	5.85261e+12	2.28181e+07	20.5833	266862	20.594	5.85261e+12	2.28181e+07	255.583	2.59707e+06	256.079	5.85261e+12	2.28181e+07	72.1111	1.52682e+06	71.8966	5.85261e+12	2.28181e+07	170.556	1.66341e+06	170.832	5.85261e+12	5.70452e+06	25.4444	879689	25.159	5.85261e+12	5.70452e+06	24	275638	24	5.85261e+12	5.70452e+06	23.1944	273393	23.2629	5.85261e+12	5.70452e+06	622.972	7.62428e+06	623.733	5.85261e+12	2.28181e+07	387	435.714	623.714	387.571	430.286	10	0	1	100	2680.17
11460624357451172	11520634733392578	115.389	1.33079e+06	115.396	5.88333e+12	2.29378e+07	112.639	1.30445e+06	112.655	5.88333e+12	2.29379e+07	20.8611	321303	20.8375	5.88333e+12	2.29378e+07	20.4722	268096	20.5371	5.88333e+12	2.29379e+07	256.333	2.61245e+06	256.653	5.88333e+12	2.29378e+07	71.4167	1.53116e+06	71.9627	5.88333e+12	2.29379e+07	169.694	1.67364e+06	170.004	5.88333e+12	5.73446e+06	25.7222	881225	25.3189	5.88333e+12	5.73447e+06	23.8056	277077	23.9028	5.88333e+12	5.73446e+06	23.1944	274785	23.1423	5.88333e+12	5.73447e+06	622.389	7.6617e+06	622.508	5.88333e+12	2.29378e+07	387	436	622.571	387.286	429.714	10	0	1	100	2836.1
